KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,10M,20M,30M,40M,50M,80M+,100M+,125M+,150M+,200M+,250M+,300M+
690,,"768,970,200","70,105,083",9.12%,"2,194,626,660","13,899,452","2,030,053,494",10,"68,374,244",2,1,1,0,0,4,1,0,0,0,0,0
691,o_o;,"13,328,089,891","2,132,899,163",16.00%,"32,140,368,198","169,076,778","36,311,492,098",256,"51,264,131",67,14,9,3,2,44,21,2,0,0,0,0
692,,"1,092,086,777","3,837,664",0.35%,"616,482,114","5,311,275","1,110,417,188",24,"31,794,414",0,0,0,0,0,1,0,0,0,0,0,0
693,L0C,"5,311,182,873","731,618,464",13.78%,"15,892,143,796","80,560,477","15,862,520,418",56,"94,510,332",28,15,6,2,1,34,26,8,4,1,0,0
694,,"95,375,328","158,734",0.17%,"2,613,660","455,471","21,793,583",1,"26,679,892",0,0,0,0,0,0,0,0,0,0,0,0
695,AoE-,"12,397,158,904","2,702,501,216",21.80%,"39,798,694,830","192,942,841","34,110,880,642",211,"58,400,899",95,44,19,12,8,44,29,13,4,1,0,0
696,~UR~,"5,184,394,575","488,425,261",9.42%,"4,866,574,832","57,580,178","9,006,808,325",108,"41,651,830",12,3,0,0,0,7,3,0,0,0,0,0
697,,"154,594,812","104,829",0.07%,"15,370,153","956,440","62,847,999",5,"23,095,610",0,0,0,0,0,0,0,0,0,0,0,0
698,SO98,"15,468,338,820","2,810,549,967",18.17%,"46,004,894,971","197,587,662","38,170,332,353",239,"64,304,956",113,31,14,7,3,68,31,13,5,3,0,0
699,,"446,782,892","20,967,781",4.69%,"361,061,613","3,102,996","694,498,967",8,"35,299,137",0,0,0,0,0,0,0,0,0,0,0,0
700,~FA,"9,931,115,059","989,569,448",9.96%,"13,710,006,656","88,208,678","18,715,857,146",224,"40,201,198",22,4,3,1,0,14,5,2,0,0,0,0
701,L1ON,"7,219,596,402","1,019,114,367",14.12%,"18,249,870,521","87,935,054","18,038,779,135",116,"58,779,559",37,10,4,2,0,26,20,6,1,1,0,0
702,,"240,923,910","306,154",0.13%,"60,779,283","1,333,607","164,323,029",5,"20,077,060",0,0,0,0,0,0,0,0,0,0,0,0
703,,"326,942,041","50,837,804",15.55%,"380,384,659","4,689,855","600,163,031",8,"27,757,006",1,1,0,0,0,0,0,0,0,0,0,0
704,Defy,"12,827,930,152","1,041,178,733",8.12%,"19,216,031,217","138,565,730","25,453,897,375",288,"43,238,407",24,5,1,0,0,31,17,4,1,0,0,0
705,,"397,470,545","7,308,435",1.84%,"203,417,186","1,846,990","327,704,099",9,"30,000,283",0,0,0,0,0,0,0,0,0,0,0,0
706,,"349,470,277","24,758,012",7.08%,"333,378,816","4,591,866","489,811,941",5,"33,017,545",1,0,0,0,0,0,0,0,0,0,0,0
707,,"217,706,414",,0.00%,"23,953,998","186,023","104,864,615",3,"24,420,077",0,0,0,0,0,0,0,0,0,0,0,0
708,BxS-,"2,501,468,500","164,771,772",6.59%,"2,905,448,072","19,387,586","4,316,113,730",62,"34,334,544",2,0,0,0,0,2,0,0,0,0,0,0
709,SINN,"7,934,261,037","618,739,024",7.80%,"10,440,623,446","91,153,230","15,105,155,591",151,"46,711,382",16,4,1,0,0,16,8,4,3,0,0,0
710,,"744,334,901","34,720,531",4.66%,"972,564,601","7,185,781","1,477,173,763",12,"40,717,407",2,0,0,0,0,1,1,0,0,0,0,0
711,AB11,"7,601,290,236","897,706,827",11.81%,"22,160,401,198","100,617,237","20,893,041,387",110,"66,190,089",26,13,7,5,2,36,29,8,5,1,0,0
712,,"167,308,991","5,873,709",3.51%,"102,434,865","2,226,635","203,746,466",10,"22,329,890",0,0,0,0,0,0,0,0,0,0,0,0
713,Hsp,"7,395,671,478","342,653,155",4.63%,"7,469,891,941","64,289,177","11,752,785,317",175,"35,709,102",3,0,0,0,0,9,5,1,0,0,0,0
714,ASH~,"13,295,346,347","1,756,866,324",13.21%,"37,560,631,466","165,684,532","32,640,775,775",252,"52,980,287",51,22,10,2,1,50,29,10,3,1,0,0
715,-SK,"9,843,905,046","870,748,210",8.85%,"14,597,067,931","96,990,638","18,392,662,741",245,"35,751,896",19,1,0,0,0,13,7,3,1,1,0,0
716,,"169,388,154","103,005",0.06%,"20,989,990","403,965","93,599,441",1,"19,854,822",0,0,0,0,0,0,0,0,0,0,0,0
717,,"489,154,426","12,999,703",2.66%,"666,992,437","10,940,797","800,168,352",7,"45,119,375",0,0,0,0,0,1,1,1,0,0,0,0
718,,"481,102,035","1,588,119",0.33%,"238,214,054","4,491,853","385,115,627",10,"28,650,886",0,0,0,0,0,0,0,0,0,0,0,0
719,BEaR,"8,331,753,833","679,773,745",8.16%,"19,396,772,002","121,379,920","20,962,652,086",160,"50,427,438",23,7,2,0,0,29,15,8,5,2,1,0
720,,"564,187,331","24,663,465",4.37%,"374,259,181","1,801,261","721,138,654",14,"31,332,403",1,0,0,0,0,0,0,0,0,0,0,0
721,OT21,"5,363,333,716","367,209,558",6.85%,"6,367,997,716","62,635,411","8,307,894,932",118,"38,226,983",10,3,1,0,0,7,4,2,1,0,0,0
722,VLD-,"2,509,416,898","237,209,966",9.45%,"6,852,294,621","34,144,969","6,864,702,208",45,"50,220,032",11,3,0,0,0,11,6,1,1,0,0,0
723,H'H,"1,808,793,697","33,124,237",1.83%,"1,196,949,318","22,615,136","2,615,833,027",35,"38,407,753",1,0,0,0,0,3,1,0,0,0,0,0
724,,"196,336,523","4,039,452",2.06%,"119,469,383","911,010","244,107,444",6,"25,115,716",0,0,0,0,0,0,0,0,0,0,0,0
725,RGU,"5,225,151,091","942,754,530",18.04%,"18,022,193,049","113,095,177","18,376,441,783",63,"81,509,270",38,19,5,1,1,37,22,1,0,0,0,0
726,,"590,397,634","19,613,790",3.32%,"1,060,647,253","7,690,903","928,087,197",9,"39,915,850",1,0,0,0,0,1,1,0,0,0,0,0
727,ETD,"11,668,614,038","923,939,520",7.92%,"21,605,941,706","104,216,216","24,016,459,313",233,"48,540,120",21,7,2,0,0,31,18,7,1,1,0,0
728,Q_o,"4,593,612,166","145,458,269",3.17%,"3,158,349,191","51,021,371","6,090,071,677",96,"34,371,924",0,0,0,0,0,5,1,0,0,0,0,0
729,,"441,983,794","2,888,749",0.65%,"81,307,197","786,841","224,348,185",6,"32,441,211",0,0,0,0,0,1,0,0,0,0,0,0
730,,"220,987,279","573,085",0.26%,"37,963,886","941,904","114,211,052",5,"35,630,309",0,0,0,0,0,0,0,0,0,0,0,0
731,FRS,"9,021,922,250","1,244,569,750",13.79%,"29,455,426,960","113,306,746","29,811,616,165",87,"101,691,271",60,16,6,3,0,75,53,12,3,0,0,0
732,NB-1,"1,769,646,207","106,802,511",6.04%,"2,552,966,183","28,799,665","3,703,636,250",28,"58,074,441",4,1,0,0,0,5,2,1,1,0,0,0
733,,"5,183,579,695","286,016,607",5.52%,"9,803,101,518","70,189,094","11,888,415,197",72,"65,821,265",8,0,0,0,0,26,13,9,1,0,0,0
734,HIO,"7,835,130,204","1,143,094,713",14.59%,"17,290,218,189","86,486,001","18,127,235,720",190,"38,212,847",34,8,1,0,0,17,9,3,0,0,0,0
735,-SUN,"6,013,688,666","387,719,274",6.45%,"10,630,874,384","58,997,590","12,985,043,558",152,"35,575,961",9,2,0,0,0,9,3,1,1,0,0,0
736,-KS,"9,214,116,707","1,166,891,870",12.66%,"22,035,369,613","134,524,348","29,208,790,700",123,"72,407,824",51,10,4,1,0,55,28,5,0,0,0,0
737,,"106,845,828","2,378,481",2.23%,"36,158,920","1,140,761","97,158,021",3,"15,745,139",0,0,0,0,0,0,0,0,0,0,0,0
738,,"176,242,547","1,926,235",1.09%,"24,102,397","421,891","118,888,348",1,"22,085,714",0,0,0,0,0,0,0,0,0,0,0,0
739,-CV,"2,925,207,499","387,131,059",13.23%,"2,875,708,679","22,212,604","4,662,196,737",72,"30,691,480",8,1,0,0,0,0,0,0,0,0,0,0
740,#TDE,"6,052,858,491","1,423,711,327",23.52%,"11,754,196,635","35,280,575","10,833,827,903",159,"34,011,575",46,11,4,2,1,6,1,0,0,0,0,0
741,,"93,690,074","1,543,864",1.65%,"42,842,270","31,114","55,230,215",2,"19,255,605",0,0,0,0,0,0,0,0,0,0,0,0
742,,"132,839,443","6,688,910",5.04%,"39,632,610","158,758","120,776,335",4,"22,858,483",0,0,0,0,0,0,0,0,0,0,0,0
743,TBX,"4,927,117,325","554,781,498",11.26%,"3,576,985,736","20,254,374","6,094,636,200",88,"27,366,111",9,3,1,0,0,0,0,0,0,0,0,0
744,,"92,993,874","126,794",0.14%,"38,714,133","151,949","68,827,637",0,,0,0,0,0,0,0,0,0,0,0,0,0
745,MAs,"3,688,157,772","339,191,869",9.20%,"2,798,290,602","16,987,436","4,225,648,934",86,"26,459,861",5,1,0,0,0,0,0,0,0,0,0,0
746,FOX`,"3,066,920,683","385,941,990",12.58%,"3,442,765,575","21,483,037","4,464,049,993",96,"28,951,457",14,1,0,0,0,0,0,0,0,0,0,0
747,,"1,129,006,202","78,880,462",6.99%,"731,015,837","4,716,804","1,195,697,562",23,"24,769,805",1,1,0,0,0,0,0,0,0,0,0,0
748,,"450,953,283","17,891,991",3.97%,"327,532,154","1,816,017","413,793,902",10,"24,274,867",0,0,0,0,0,0,0,0,0,0,0,0
749,STPL,"5,727,304,705","929,239,932",16.22%,"8,115,493,628","22,853,016","9,033,693,725",145,"32,773,987",20,7,2,0,0,4,2,0,0,0,0,0
750,~LMS,"858,130,559","33,913,052",3.95%,"330,173,032","2,905,974","769,046,804",15,"23,420,168",0,0,0,0,0,0,0,0,0,0,0,0
751,,"93,196,166","15,822",0.02%,"8,467,553","187,801","57,004,275",3,"16,492,982",0,0,0,0,0,0,0,0,0,0,0,0
752,,"185,456,945",909,0.00%,"246,706,344","1,779,156","215,734,450",5,"19,586,259",0,0,0,0,0,0,0,0,0,0,0,0
753,,"262,006,358","7,335,927",2.80%,"103,042,743","2,192,280","232,603,954",7,"23,350,264",0,0,0,0,0,0,0,0,0,0,0,0
754,CO-T,"5,722,326,227","1,027,727,607",17.96%,"8,820,545,581","32,939,673","10,259,647,961",148,"31,546,809",25,6,2,1,1,2,0,0,0,0,0,0
755,,"208,435,793","55,849",0.03%,"94,438,544","311,122","136,069,301",7,"19,588,588",0,0,0,0,0,0,0,0,0,0,0,0
756,,"51,558,614","21,856",0.04%,"23,975,148","134,178","34,835,610",0,,0,0,0,0,0,0,0,0,0,0,0,0
757,,"605,513,913","13,197,912",2.18%,"294,767,665","2,751,704","557,322,098",13,"25,637,458",0,0,0,0,0,0,0,0,0,0,0,0
758,,"457,025,398","33,462,301",7.32%,"383,076,312","1,426,528","495,469,251",13,"25,715,881",1,0,0,0,0,0,0,0,0,0,0,0
759,RosS,"3,638,620,350","196,606,912",5.40%,"1,944,175,605","11,232,917","4,081,922,834",72,"24,652,197",1,0,0,0,0,0,0,0,0,0,0,0
760,CoCS,"5,203,083,699","900,497,579",17.31%,"8,357,974,516","23,894,977","8,775,420,642",136,"33,811,090",24,6,1,0,0,3,0,0,0,0,0,0
761,,"112,783,550",,0.00%,"4,616,759","72,712","58,409,593",3,"20,854,260",0,0,0,0,0,0,0,0,0,0,0,0
762,D&D,"4,119,257,171","439,798,283",10.68%,"5,160,244,686","19,152,349","6,270,169,074",101,"28,156,694",6,1,1,1,1,1,1,0,0,0,0,0
763,,"139,254,705","87,132",0.06%,"28,247,384","254,231","62,107,809",3,"16,824,545",0,0,0,0,0,0,0,0,0,0,0,0
764,,"56,593,402","123,990",0.22%,"62,786,363","158,746","50,016,752",3,"16,797,675",0,0,0,0,0,0,0,0,0,0,0,0
765,,"320,789,371","3,007,358",0.94%,"57,585,534","1,893,763","203,799,904",6,"18,808,745",0,0,0,0,0,0,0,0,0,0,0,0
766,CTL,"4,448,296,853","496,215,099",11.16%,"5,658,202,682","20,748,419","6,954,209,011",107,"27,833,219",9,2,2,1,1,2,1,0,0,0,0,0
767,,"150,473,727","256,956",0.17%,"45,772,567","422,499","87,227,048",3,"23,151,002",0,0,0,0,0,0,0,0,0,0,0,0
768,,"198,513,087","29,049",0.01%,"48,931,366","427,810","120,662,816",3,"19,717,749",0,0,0,0,0,0,0,0,0,0,0,0
769,69DS,"3,205,632,435","98,092,875",3.06%,"1,722,241,420","10,825,323","3,041,342,842",84,"25,997,292",1,0,0,0,0,0,0,0,0,0,0,0
770,,"90,045,629","1,069,842",1.19%,"47,135,144","466,013","59,950,273",3,"24,751,592",0,0,0,0,0,0,0,0,0,0,0,0
771,,"286,076,957","4,234,030",1.48%,"152,655,039","1,436,102","255,574,263",6,"25,230,300",0,0,0,0,0,0,0,0,0,0,0,0
772,,"441,074,768","8,279,002",1.88%,"187,897,445","1,138,452","249,160,711",11,"30,493,784",0,0,0,0,0,0,0,0,0,0,0,0
773,SP~,"3,735,853,935","162,867,343",4.36%,"3,318,036,310","14,262,716","4,081,336,016",93,"29,714,795",1,0,0,0,0,1,0,0,0,0,0,0
774,,"137,491,170","438,688",0.32%,"23,697,120","697,073","88,184,030",2,"19,176,875",0,0,0,0,0,0,0,0,0,0,0,0
775,K//H,"759,392,227","6,819,701",0.90%,"138,418,605","2,005,308","474,406,178",10,"20,002,943",0,0,0,0,0,0,0,0,0,0,0,0
776,GNT,"3,241,822,199","158,388,250",4.89%,"2,792,654,527","12,843,599","3,567,750,334",65,"28,282,274",2,0,0,0,0,1,1,0,0,0,0,0
777,LNDR,"4,965,929,084","300,735,998",6.06%,"5,895,890,539","15,014,759","6,492,443,771",145,"29,903,015",3,1,1,0,0,3,0,0,0,0,0,0
778,ZN:B,"3,805,382,384","235,573,066",6.19%,"3,947,403,842","14,271,213","5,027,575,069",101,"26,240,476",1,1,1,0,0,1,0,0,0,0,0,0
779,LNDT,"1,145,790,878","10,638,066",0.93%,"281,922,602","2,514,051","787,380,269",20,"20,646,620",0,0,0,0,0,0,0,0,0,0,0,0
780,,"245,988,150","1,798,371",0.73%,"82,957,237","946,536","106,455,447",6,"21,122,894",0,0,0,0,0,0,0,0,0,0,0,0
781,,"391,689,968","529,895",0.14%,"164,503,486","635,244","183,789,388",10,"26,688,815",0,0,0,0,0,0,0,0,0,0,0,0
782,,"709,500,958","10,571,281",1.49%,"287,476,557","1,668,801","516,435,135",13,"27,140,821",0,0,0,0,0,0,0,0,0,0,0,0
783,,"135,587,024",,0.00%,"88,650,527","747,156","118,925,979",3,"22,937,995",0,0,0,0,0,0,0,0,0,0,0,0
784,,"291,635,973","252,504",0.09%,"130,297,868","2,527,931","222,387,115",7,"20,818,389",0,0,0,0,0,0,0,0,0,0,0,0
785,GSY2,"3,117,309,268","532,503,725",17.08%,"2,394,562,142","11,133,491","3,340,238,563",59,"29,113,640",13,0,0,0,0,0,0,0,0,0,0,0
786,Ap3X,"1,586,255,031","91,586,861",5.77%,"620,908,409","4,071,953","1,096,895,024",29,"22,233,908",2,0,0,0,0,0,0,0,0,0,0,0
787,DaRK,"3,507,557,940","840,896,588",23.97%,"4,387,722,414","14,966,756","4,238,578,498",76,"30,086,775",22,5,0,0,0,1,1,0,0,0,0,0
788,,"215,387,119","14,683,266",6.82%,"97,231,807","1,049,581","120,967,957",5,"20,249,036",0,0,0,0,0,0,0,0,0,0,0,0
789,PHXV,"983,305,479","125,003,347",12.71%,"521,027,872","4,723,600","887,878,324",20,"20,543,116",2,0,0,0,0,0,0,0,0,0,0,0
790,TR0N,"2,362,857,256","358,719,188",15.18%,"1,450,888,419","6,884,912","2,166,253,076",44,"23,667,750",7,0,0,0,0,0,0,0,0,0,0,0
791,,"215,303,911","14,956,728",6.95%,"97,964,301","511,041","131,519,387",6,"21,790,001",0,0,0,0,0,0,0,0,0,0,0,0
792,FMLY,"968,760,615","54,342,342",5.61%,"278,105,675","1,882,722","497,734,963",18,"26,229,271",1,0,0,0,0,1,0,0,0,0,0,0
793,ETH-,"2,140,046,109","325,703,569",15.22%,"1,465,154,309","7,092,919","1,967,621,353",46,"23,912,987",11,0,0,0,0,0,0,0,0,0,0,0
794,,"101,662,195","3,395,396",3.34%,"27,807,175","144,038","39,410,853",0,,0,0,0,0,0,0,0,0,0,0,0,0
795,,"146,970,750","15,368,105",10.46%,"59,328,192","909,402","123,882,743",3,"21,365,791",0,0,0,0,0,0,0,0,0,0,0,0
797,,"323,150,222","61,079,931",18.90%,"310,849,712","3,227,149","316,541,894",5,"23,606,457",0,0,0,0,0,0,0,0,0,0,0,0
798,PLST,"1,242,872,160","205,085,460",16.50%,"972,253,932","7,184,525","1,257,784,573",16,"24,448,234",4,0,0,0,0,0,0,0,0,0,0,0
799,UZ:S,"2,345,829,396","266,656,806",11.37%,"1,317,194,421","3,546,787","1,671,740,108",36,"30,812,470",4,0,0,0,0,0,0,0,0,0,0,0
800,,"68,580,023","2,983,308",4.35%,"26,740,019","230,305","39,037,562",1,"20,917,469",0,0,0,0,0,0,0,0,0,0,0,0
801,CiB!,"2,549,667,350","376,265,692",14.76%,"2,116,659,454","6,780,334","2,524,209,066",50,"27,051,020",8,1,0,0,0,1,0,0,0,0,0,0
802,,"95,340,708","2,547,655",2.67%,"14,714,600","180,510","40,720,879",4,"19,812,072",0,0,0,0,0,0,0,0,0,0,0,0
803,B803,"1,002,232,817","118,589,247",11.83%,"600,774,554","2,571,530","867,739,944",13,"26,644,937",0,0,0,0,0,0,0,0,0,0,0,0
804,,"118,106,795","14,839,506",12.56%,"88,701,590","423,031","107,164,417",3,"16,134,709",0,0,0,0,0,0,0,0,0,0,0,0
805,,"230,379,534","14,330,667",6.22%,"152,412,405","641,980","161,086,663",5,"20,543,637",0,0,0,0,0,0,0,0,0,0,0,0
806,FFV-,"511,180,312","107,552,837",21.04%,"621,876,229","2,457,156","572,141,353",7,"21,139,630",3,0,0,0,0,0,0,0,0,0,0,0
807,SP07,"597,892,493","97,096,795",16.24%,"434,507,845","2,458,374","520,331,375",12,"21,373,160",4,0,0,0,0,0,0,0,0,0,0,0
808,RFH,"880,487,157","165,696,110",18.82%,"881,569,793","1,827,588","803,032,739",14,"26,038,041",3,1,1,0,0,1,0,0,0,0,0,0
809,Fk11,"544,721,568","67,691,125",12.43%,"402,184,660","675,179","537,931,070",11,"22,725,848",0,0,0,0,0,0,0,0,0,0,0,0
810,SMSH,"725,608,977","129,098,702",17.79%,"613,501,149","1,912,669","673,959,298",14,"22,835,773",2,0,0,0,0,0,0,0,0,0,0,0
811,FK09,"381,089,095","65,800,615",17.27%,"321,395,962","2,173,371","403,693,349",10,"21,087,775",1,0,0,0,0,0,0,0,0,0,0,0
812,,"361,315,317","37,177,453",10.29%,"198,652,369","450,010","250,493,956",8,"20,140,545",0,0,0,0,0,0,0,0,0,0,0,0
813,KoW-,"340,430,474","39,528,165",11.61%,"198,363,650","321,367","271,410,494",5,"19,543,129",0,0,0,0,0,0,0,0,0,0,0,0
814,OK~,"788,575,201","66,176,053",8.39%,"450,404,200","898,743","519,428,150",17,"23,419,502",1,0,0,0,0,0,0,0,0,0,0,0
815,,"318,364,614","30,014,581",9.43%,"162,105,779","304,693","200,400,683",9,"19,660,159",0,0,0,0,0,0,0,0,0,0,0,0
816,BC~,"419,981,530","32,392,375",7.71%,"217,532,576","726,012","249,647,433",8,"24,919,489",0,0,0,0,0,0,0,0,0,0,0,0
817,OrD,"381,231,376","34,395,376",9.02%,"255,398,599","2,084,552","237,704,966",5,"24,387,877",0,0,0,0,0,0,0,0,0,0,0,0
818,~EF-,"724,815,810","68,483,006",9.45%,"387,928,430","2,143,116","452,281,764",17,"22,056,934",0,0,0,0,0,0,0,0,0,0,0,0
819,at1,"391,831,300","44,487,504",11.35%,"254,272,487","1,244,045","266,062,986",11,"24,826,864",0,0,0,0,0,0,0,0,0,0,0,0
820,NMC,"276,917,446","28,277,803",10.21%,"207,819,795","616,661","194,823,729",5,"25,626,228",0,0,0,0,0,0,0,0,0,0,0,0
821,,"107,424,754","524,096",0.49%,"39,836,577","429,888","51,830,291",4,"16,661,252",0,0,0,0,0,0,0,0,0,0,0,0
822,,"195,538,888","2,056,691",1.05%,"60,611,761","526,532","61,631,778",4,"25,014,226",0,0,0,0,0,0,0,0,0,0,0,0
823,URAN,"501,734,208","28,654,518",5.71%,"250,238,678","955,809","311,329,442",8,"25,469,763",0,0,0,0,0,0,0,0,0,0,0,0
824,AIFR,"493,954,205","23,207,023",4.70%,"257,952,844","1,946,430","268,025,418",14,"21,196,802",0,0,0,0,0,0,0,0,0,0,0,0
825,PxR~,"318,299,136","5,671,127",1.78%,"62,895,605","124,038","113,249,491",5,"26,640,773",0,0,0,0,0,0,0,0,0,0,0,0
826,SP26,"135,894,854","1,969,097",1.45%,"37,626,541","37,155","39,031,781",5,"22,144,418",0,0,0,0,0,0,0,0,0,0,0,0
827,TLA/,"256,478,843","4,413,841",1.72%,"79,187,446","1,174,427","96,193,430",10,"18,870,257",0,0,0,0,0,0,0,0,0,0,0,0
828,GO28,"233,945,536","5,263,671",2.25%,"131,021,627","29,260","126,859,953",3,"41,629,432",0,0,0,0,0,1,0,0,0,0,0,0
829,29FK,"437,121,119","1,554,035",0.36%,"96,534,861","421,459","171,899,575",8,"35,019,466",0,0,0,0,0,0,0,0,0,0,0,0
830,aKa,"211,087,723","3,165,714",1.50%,"160,767,386","1,528,438","142,364,749",6,"21,709,637",0,0,0,0,0,0,0,0,0,0,0,0
831,,"106,540,449","3,858,572",3.62%,"60,843,431","50,641","67,732,237",4,"17,055,804",0,0,0,0,0,0,0,0,0,0,0,0
832,DR32,"80,206,744","213,593",0.27%,"6,851,700","29,685","25,702,915",4,"16,144,498",0,0,0,0,0,0,0,0,0,0,0,0
833,,"203,476,638","4,751,584",2.34%,"22,937,228","524,341","75,906,669",7,"18,948,002",0,0,0,0,0,0,0,0,0,0,0,0
834,#NAME?,"238,026,653","6,569,075",2.76%,"30,508,827","177,290","61,713,158",8,"16,236,541",0,0,0,0,0,0,0,0,0,0,0,0
835,,"84,151,545","4,383,834",5.21%,"27,201,346","78,038","25,996,070",2,"25,485,295",0,0,0,0,0,0,0,0,0,0,0,0
836,DTGO,"119,011,713","2,699,964",2.27%,"12,173,263","138,490","24,849,615",5,"19,121,418",0,0,0,0,0,0,0,0,0,0,0,0
837,BERN,"281,541,867","14,025,687",4.98%,"55,625,355","140,098","106,410,291",5,"24,633,733",0,0,0,0,0,0,0,0,0,0,0,0
838,HTC~,"170,295,541","13,732,020",8.06%,"49,712,269","783,487","57,542,627",8,"18,854,442",0,0,0,0,0,0,0,0,0,0,0,0
839,NOx,"133,580,322","3,222,585",2.41%,"12,963,364","188,550","27,000,046",5,"23,512,153",0,0,0,0,0,0,0,0,0,0,0,0
840,T-TF,"275,840,228","16,517,970",5.99%,"72,540,624","564,716","76,975,873",7,"32,379,994",0,0,0,0,0,1,0,0,0,0,0,0
841,~APO,"128,133,205","4,954,922",3.87%,"27,821,372","137,715","52,428,813",3,"19,631,992",0,0,0,0,0,0,0,0,0,0,0,0
842,TSK~,"143,354,027","6,114,689",4.27%,"33,429,691","349,468","37,958,970",7,"20,458,836",0,0,0,0,0,0,0,0,0,0,0,0
843,DCBW,"61,911,046","611,659",0.99%,"2,472,972","5,111","11,822,521",4,"17,077,819",0,0,0,0,0,0,0,0,0,0,0,0
859,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
860,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
,,,,,,,,,,,,,,,10M,20M,30M,40M,50M,,
