KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,60-80M,80-100M,100-125M,125-150M,150-200M,200M+,#1 Ally,Total KD Power,CH16,Lords,CH16 AP,Lords AP,CH16 KvK,CH25 KvK,Allies,Ally Lords,Unique Alliances in KD,1B+ Power,1B+ Ally Tags,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M,40-60M
80,~FA~,8375284668,742526286,8.87%,21596937524,84301828,19382159805,89,93845708,14,23,35,6,2,0,"7,426,338,324","9,673,108,937",358,377,"26,990,333","25,658,114",0,0,11,338,~FA~,"7,426,338,324",~FA~,"8,375,284,668","742,526,286","21,596,937,524","19,382,159,805","84,301,828",41,5,3,15
81,DBB,10464625978,913547996,8.73%,20108911786,129257047,24969470518,128,79223240,22,34,29,5,2,0,"9,374,362,600","11,249,051,202",314,336,"35,799,019","33,479,319",0,0,14,297,DBB,"9,374,362,600",DBB,"10,464,625,978","913,547,996","20,108,911,786","24,969,470,518","129,257,047",37,27,15,1
82,CFRA,7747657914,357592485,4.62%,9212922939,85850300,14488537678,122,57294145,40,6,5,2,0,0,"5,912,754,678","8,431,925,994",249,260,"33,837,013","32,430,485",0,0,5,225,CFRA,"5,912,754,678",CFRA,"7,747,657,914","357,592,485","9,212,922,939","14,488,537,678","85,850,300",46,50,39,1
83,IL83,2927376114,7749844,0.26%,1349322487,25559137,3365732011,55,48295988,11,1,0,0,0,0,"2,594,506,733","3,232,322,323",125,141,"25,793,607","22,924,272",66,35,4,112,IL83,"2,594,506,733",IL83,"2,927,376,114","7,749,844","1,349,322,487","3,365,732,011","25,559,137",18,17,29,13
84,OG C,3606177012,66670534,1.85%,3535602964,27834194,4691747235,53,64443574,7,15,4,0,0,0,"2,879,537,797","3,810,085,419",104,112,"36,599,415","34,018,620",0,0,5,84,OG C,"2,879,537,797",OG C,"3,606,177,012","66,670,534","3,535,602,964","4,691,747,235","27,834,194",11,11,19,76
85,DGEN,3911096242,289499435,7.40%,8865726844,44338498,8434665589,42,85861845,1,5,18,5,0,0,"2,880,471,910","4,158,542,930",102,176,"40,661,649","23,628,085",0,0,10,147,DGEN,"2,880,471,910",DGEN,"3,911,096,242","289,499,435","8,865,726,844","8,434,665,589","44,338,498",18,13,4,13
86,E:86,6935183245,103601156,1.49%,9497396921,52850795,12769654351,97,69183300,17,32,9,0,0,0,"4,035,018,366","7,296,084,819",167,180,"43,653,943","40,533,805",96,72,7,133,"E:86,T:86","5,460,567,129","E:86,T:86","6,935,183,245","103,601,156","9,497,396,921","12,769,654,351","52,850,795",19,21,22,0
87,#DK#,10538934371,666524492,6.32%,16320949200,89900991,20617330368,128,80955927,31,31,32,3,1,0,"9,245,288,207","11,232,930,479",250,261,"44,907,794","43,038,048",0,0,11,234,#DK#,"9,245,288,207",#DK#,"10,538,934,371","666,524,492","16,320,949,200","20,617,330,368","89,900,991",28,15,19,0
88,-SoS,12297831978,506045771,4.11%,19549727356,105514452,26067317478,160,75294414,43,46,23,3,1,0,"9,308,953,841","12,741,618,099",240,248,"53,071,691","51,377,492",0,0,9,204,-SoS,"9,308,953,841",-SoS,"12,297,831,978","506,045,771","19,549,727,356","26,067,317,478","105,514,452",29,21,25,0
89,GO!,9627934916,501386449,5.21%,9512047349,129544017,17926630007,167,55524621,44,9,4,0,0,0,"8,772,625,120","10,226,487,387",286,314,"35,701,432","32,568,431",218,157,9,263,GO!,"8,772,625,120",GO!,"9,627,934,916","501,386,449","9,512,047,349","17,926,630,007","129,544,017",33,31,84,15
90,LNV,3805901142,65280429,1.72%,5750706376,32771601,7172694191,58,64501760,12,12,8,0,0,0,"2,928,970,218","4,043,325,551",99,111,"40,771,231","36,426,356",0,0,6,82,LNV,"2,928,970,218",LNV,"3,805,901,142","65,280,429","5,750,706,376","7,172,694,191","32,771,601",14,15,10,101
91,MAX,3793339555,136739242,3.60%,3409509323,39635825,6005900750,71,45149425,10,2,0,0,0,0,"2,941,840,393","4,221,606,124",162,175,"26,005,599","24,123,464",76,49,8,153,MAX,"2,941,840,393",MAX,"3,793,339,555","136,739,242","3,409,509,323","6,005,900,750","39,635,825",31,42,30,4
92,wAo3,22224617507,2966789199,13.35%,88334628460,377231177,59802450470,180,124095188,1,14,71,30,22,16,"21,063,389,015","26,038,243,936",945,"1,120","27,522,110","23,248,432",0,0,17,"1,058","wAo3,wAo","22,464,857,040","wAo3,wAo","22,224,617,507","2,966,789,199","88,334,628,460","59,802,450,470","377,231,177",129,9,3,0
93,#SLS,3219519356,60096365,1.87%,2846274031,26172905,4104963157,54,48451555,9,5,2,0,0,0,"2,638,612,654","3,619,493,140",139,150,"25,992,470","24,129,954",0,0,9,113,#SLS,"2,638,612,654",#SLS,"3,219,519,356","60,096,365","2,846,274,031","4,104,963,157","26,172,905",26,36,16,14
94,OOR!,5174128118,224227986,4.33%,5171518456,47766605,8275815501,81,60212826,20,11,4,1,0,0,"4,814,333,805","5,516,315,802",148,165,"37,187,332","33,432,217",0,0,7,136,OOR!,"4,814,333,805",OOR!,"5,174,128,118","224,227,986","5,171,518,456","8,275,815,501","47,766,605",15,23,29,3
95,K95,10874778199,887404806,8.16%,20003855967,161966258,29561843294,162,66481023,62,18,12,2,1,0,"9,740,285,452","12,501,484,199",411,437,"30,386,518","28,607,515",0,0,8,393,"K95,-K95","10,920,623,454","K95,-K95","10,874,778,199","887,404,806","20,003,855,967","29,561,843,294","161,966,258",72,9,55,0
96,OAH,5330433304,21879518,0.41%,9627781199,32515378,8462725955,73,67792852,11,7,10,6,1,1,"3,922,038,742","5,525,057,556",120,151,"45,922,515","36,589,785",29,21,14,122,OAH,"3,922,038,742",OAH,"5,330,433,304","21,879,518","9,627,781,199","8,462,725,955","32,515,378",19,26,14,41
97,TLOF,3518448388,93860400,2.67%,3009087502,31614024,5165159236,70,43327019,8,3,0,0,0,0,"2,174,472,420","4,068,336,159",169,185,"24,029,330","21,991,006",0,0,9,141,TLOF,"2,174,472,420",TLOF,"3,518,448,388","93,860,400","3,009,087,502","5,165,159,236","31,614,024",36,47,24,23
98,UwB,3102102775,145718830,4.70%,2156752022,24729617,4230565080,64,44248572,3,1,0,1,0,0,"2,792,014,496","3,351,917,896",119,127,"28,127,074","26,393,054",73,52,5,95,UwB,"2,792,014,496",UwB,"3,102,102,775","145,718,830","2,156,752,022","4,230,565,080","24,729,617",12,36,29,120
99,BTX',30455235087,3902781492,12.81%,123023973225,334048130,80658432176,238,128857756,0,11,88,49,41,20,"28,854,284,782","35,013,650,589","1,121","1,272","31,209,569","27,526,455",1,0,28,"1,172","BTX',BTR","29,957,583,005","BTX',BTR","30,455,235,087","3,902,781,492","123,023,973,225","80,658,432,176","334,048,130",180,3,2,0
100,AKME,5514310558,50257160,0.91%,2809565707,59526052,6722167063,108,40330044,12,1,0,0,0,0,"1,182,154,720","6,198,761,956",295,308,"20,990,843","20,125,851",0,0,18,273,"AKME,RYZE","2,203,320,261","AKME,RYZE","5,514,310,558","50,257,160","2,809,565,707","6,722,167,063","59,526,052",64,65,38,66
101,OpRT,3262981466,42650869,1.31%,2614251638,33630122,4673928118,59,47994222,6,3,3,0,0,0,"2,015,359,102","3,480,504,276",115,135,"30,187,875","25,781,513",0,0,9,107,OpRT,"2,015,359,102",OpRT,"3,262,981,466","42,650,869","2,614,251,638","4,673,928,118","33,630,122",13,32,24,16
102,SN#,12297285123,429077601,3.49%,10141897893,132158310,23644773274,197,59395962,65,20,5,1,0,0,"9,714,743,450","12,817,033,815",319,332,"40,160,225","38,605,524",0,0,9,269,"SN#,NEX#","11,419,228,302","SN#,NEX#","12,297,285,123","429,077,601","10,141,897,893","23,644,773,274","132,158,310",33,36,79,0
103,JRX,5497523482,484777480,8.82%,11186816028,74707258,13133713797,99,54584874,24,8,1,0,1,0,"4,903,607,737","6,867,052,132",321,328,"21,378,009","20,936,135",178,70,10,286,JRX,"4,903,607,737",JRX,"5,497,523,482","484,777,480","11,186,816,028","13,133,713,797","74,707,258",58,18,44,0
104,WI-C,4181261045,411256699,9.84%,7736143590,60932803,9317467857,78,51525928,15,7,2,1,0,0,"3,266,177,471","4,955,384,533",204,219,"24,236,378","22,627,327",0,0,12,166,WI-C,"3,266,177,471",WI-C,"4,181,261,045","411,256,699","7,736,143,590","9,317,467,857","60,932,803",50,26,23,4
105,TLK0,6969269595,181448167,2.60%,3396722394,65306984,8064863740,132,45217115,18,6,0,0,0,0,"3,859,611,644","7,447,434,853",247,259,"30,127,954","28,754,575",0,0,7,234,"TLK0,1PHX,TEKD","6,814,378,225","TLK0,1PHX,TEKD","6,969,269,595","181,448,167","3,396,722,394","8,064,863,740","65,306,984",36,85,49,24
106,MLS,3634776377,179635110,4.94%,5296215486,43448258,5958218151,62,54036582,8,4,2,0,1,1,"3,320,260,940","3,945,122,960",151,165,"26,077,578","23,909,836",0,0,6,139,MLS,"3,320,260,940",MLS,"3,634,776,377","179,635,110","5,296,215,486","5,958,218,151","43,448,258",20,22,27,83
107,HBx,4485262409,97164975,2.17%,3343085525,40433275,7087012162,69,60938381,17,8,4,0,0,0,"2,857,116,275","4,638,167,582",115,130,"40,260,751","35,678,212",0,0,5,95,HBx,"2,857,116,275",HBx,"4,485,262,409","97,164,975","3,343,085,525","7,087,012,162","40,433,275",9,17,28,5
108,VOK,11530215900,802016040,6.96%,18727332486,116099622,23288418309,168,65932666,37,40,14,0,0,0,"8,308,082,695","11,992,146,402",278,293,"43,091,910","40,928,827",180,140,14,247,"VOK,VOK2","10,244,337,721","VOK,VOK2","11,530,215,900","802,016,040","18,727,332,486","23,288,418,309","116,099,622",19,34,57,0
109,~MM~,3812617110,45148670,1.18%,2332587214,40032064,4858142176,66,51075220,12,3,1,0,0,0,"2,896,547,728","4,094,982,949",133,144,"30,749,878","28,437,382",0,0,9,101,~MM~,"2,896,547,728",~MM~,"3,812,617,110","45,148,670","2,332,587,214","4,858,142,176","40,032,064",20,29,29,42
110,RoV,23435599514,2735817766,11.67%,64889304897,182954067,59347104966,218,107897727,9,58,103,20,15,3,"21,965,318,401","25,472,611,220",536,616,"47,466,007","41,351,642",0,0,14,523,"RoV,RoK","23,205,598,347","RoV,RoK","23,435,599,514","2,735,817,766","64,889,304,897","59,347,104,966","182,954,067",77,1,1,0
111,DEA,2773651121,51800239,1.87%,2102386656,24655619,4101188307,53,47577812,7,1,2,0,0,0,"2,239,726,105","3,013,258,153",102,113,"29,484,182","26,666,001",38,28,4,85,DEA,"2,239,726,105",DEA,"2,773,651,121","51,800,239","2,102,386,656","4,101,188,307","24,655,619",11,25,24,2
112,#BD,3400316298,42671095,1.25%,2237009900,35481950,5184534443,66,45366530,10,1,0,0,0,0,"2,930,713,708","3,763,158,645",152,171,"24,696,024","22,006,776",74,50,12,141,#BD,"2,930,713,708",#BD,"3,400,316,298","42,671,095","2,237,009,900","5,184,534,443","35,481,950",18,35,30,25
113,RSYN,9734426141,513572477,5.28%,19686394409,100175866,22633460630,115,84045754,31,44,22,3,1,0,"7,934,997,552","10,270,361,446",207,223,"49,554,814","46,055,432",0,0,9,171,RSYN,"7,934,997,552",RSYN,"9,734,426,141","513,572,477","19,686,394,409","22,633,460,630","100,175,866",21,9,7,10
114,MELL,3471701405,54638627,1.57%,2896639314,29863511,5241923904,69,43371221,7,2,1,0,0,0,"1,800,448,005","3,965,335,247",169,183,"23,419,168","21,668,499",0,0,10,161,MELL,"1,800,448,005",MELL,"3,471,701,405","54,638,627","2,896,639,314","5,241,923,904","29,863,511",37,40,27,32
115,BeK,11617454239,900655663,7.75%,30130803172,137416725,29572238591,147,78539798,53,44,20,4,1,0,"10,798,167,637","13,022,308,755",343,352,"37,955,961","36,995,195",0,0,6,318,"BeK,VeK","12,057,290,864","BeK,VeK","11,617,454,239","900,655,663","30,130,803,172","29,572,238,591","137,416,725",59,9,16,0
116,ZOO~,9226987316,544942771,5.91%,19409708437,78866487,20571175110,102,89214432,19,29,27,12,0,0,"7,274,076,156","9,484,513,275",156,174,"60,734,902","54,508,697",0,0,8,120,ZOO~,"7,274,076,156",ZOO~,"9,226,987,316","544,942,771","19,409,708,437","20,571,175,110","78,866,487",16,7,7,0
117,SHWA,4215192197,46433014,1.10%,2449554624,31165730,5203919853,78,51112058,12,5,2,0,0,0,"3,175,134,396","4,332,670,465",109,118,"39,690,636","36,717,546",0,0,6,94,SHWA,"3,175,134,396",SHWA,"4,215,192,197","46,433,014","2,449,554,624","5,203,919,853","31,165,730",8,30,33,49
118,GPX-,14842356614,830033825,5.59%,26672621921,119212514,33207883660,209,68323273,59,51,23,1,0,0,"10,762,816,851","15,904,920,061",385,403,"41,279,982","39,466,303",0,0,11,335,"GPX-,GPXX","12,449,878,512","GPX-,GPXX","14,842,356,614","830,033,825","26,672,621,921","33,207,883,660","119,212,514",55,45,39,2
119,L~AW,18080406994,1743850399,9.64%,34957342891,159588228,43693633665,212,85058900,49,76,49,9,0,0,"16,297,386,342","19,709,997,377",489,529,"40,269,159","37,258,974",0,0,7,472,"L~AW,~LIS","17,317,177,488","L~AW,~LIS","18,080,406,994","1,743,850,399","34,957,342,891","43,693,633,665","159,588,228",66,10,18,1
120,MiB,3817805053,152459483,3.99%,4704704109,40288341,6671474741,72,52109344,10,5,5,0,0,0,"3,052,575,181","4,574,587,357",212,222,"21,547,036","20,606,249",0,0,5,172,MiB,"3,052,575,181",MiB,"3,817,805,053","152,459,483","4,704,704,109","6,671,474,741","40,288,341",25,24,26,2
121,Nuts,1987405475,19259158,0.97%,1639229039,23243753,3287633695,41,40132571,3,0,0,0,0,0,"1,069,526,724","2,361,172,103",152,161,"15,486,761","14,665,665",59,18,6,134,Nuts,"1,069,526,724",Nuts,"1,987,405,475","19,259,158","1,639,229,039","3,287,633,695","23,243,753",20,28,15,42
122,dom,3520432294,63297781,1.80%,1846883889,21667875,4476699068,71,43594883,7,1,0,0,0,0,"3,595,237,380","3,944,509,669",155,171,"25,381,620","23,067,308",81,52,5,129,dom,"3,595,237,380",dom,"3,520,432,294","63,297,781","1,846,883,889","4,476,699,068","21,667,875",17,47,29,43
123,GOR3,3705990548,6356469,0.17%,1678956068,30157679,3989861593,74,43459632,8,0,0,0,0,0,"3,110,019,809","3,971,022,197",141,148,"28,136,791","26,831,231",58,40,6,119,GOR3,"3,110,019,809",GOR3,"3,705,990,548","6,356,469","1,678,956,068","3,989,861,593","30,157,679",13,46,33,29
124,Que,2086060652,7451268,0.36%,1790291572,20323389,3089335651,41,44448415,3,2,1,0,0,0,"1,494,671,794","2,405,858,546",115,126,"20,868,757","19,094,115",44,16,8,105,Que,"1,494,671,794",Que,"2,086,060,652","7,451,268","1,790,291,572","3,089,335,651","20,323,389",25,26,13,9
125,S:V,9521594799,32964712,0.35%,6731762465,75816809,15833882560,169,53824724,43,12,0,0,0,0,"6,533,104,994","10,033,605,219",267,279,"37,547,665","35,962,743",180,140,7,232,"S:V,B:V","8,189,485,180","S:V,B:V","9,521,594,799","32,964,712","6,731,762,465","15,833,882,560","75,816,809",23,46,80,7
126,T-DS,5023700665,143206467,2.85%,5280885434,34265962,9399022887,88,55086084,26,5,1,0,0,0,"4,586,921,706","5,540,279,103",182,199,"30,395,196","27,840,599",0,0,13,163,T-DS,"4,586,921,706",T-DS,"5,023,700,665","143,206,467","5,280,885,434","9,399,022,887","34,265,962",21,17,42,63
127,TfT,5785461979,381006876,6.59%,21073322965,91192159,17815200185,74,76097051,21,14,11,1,4,0,"5,461,852,913","6,686,705,753",270,305,"24,706,438","21,923,625",182,68,9,271,TfT,"5,461,852,913",TfT,"5,785,461,979","381,006,876","21,073,322,965","17,815,200,185","91,192,159",27,14,11,2
128,-LV-,10643823324,129314373,1.21%,17646522457,136742804,22448794371,167,58874312,33,26,7,0,1,0,"8,062,027,289","11,316,971,858",316,332,"35,787,780","34,087,265",211,140,6,281,"-LV-,H-LV","10,385,817,120","-LV-,H-LV","10,643,823,324","129,314,373","17,646,522,457","22,448,794,371","136,742,804",34,55,64,0
129,RNN,7106325827,182977457,2.57%,6199687141,58274604,11130050792,139,48878924,25,4,3,0,0,0,"5,227,778,432","7,546,321,990",218,233,"34,575,123","32,387,648",144,114,7,195,"RNN,RNNf","6,578,120,534","RNN,RNNf","7,106,325,827","182,977,457","6,199,687,141","11,130,050,792","58,274,604",24,54,60,0
130,,1151579778,1332011,0.12%,299773974,4328634,969813383,21,46544357,3,1,0,0,0,0,,"1,482,406,425",86,102,"17,126,739","14,533,396",27,12,7,76,,,,"1,151,579,778","1,332,011","299,773,974","969,813,383","4,328,634",10,14,8,24
131,@WAR,13227619750,44467321,0.34%,10722513707,85772686,21864331835,223,57065287,63,29,3,0,0,0,"7,229,005,733","13,916,270,950",339,354,"41,027,124","39,311,500",279,194,9,312,"@WAR,TUTH","11,928,851,798","@WAR,TUTH","13,227,619,750","44,467,321","10,722,513,707","21,864,331,835","85,772,686",44,56,83,0
132,,1604639100,453144,0.03%,2306494867,10235148,2094715941,25,52332971,4,1,0,0,0,1,,"1,945,185,842",95,103,"20,408,241","18,885,299",32,9,11,79,,,,"1,604,639,100","453,144","2,306,494,867","2,094,715,941","10,235,148",23,17,7,18
133,S-K,3204694732,46939870,1.46%,2604399403,37799219,4880708722,57,52184816,9,4,1,1,0,0,"3,291,042,113","3,503,460,747",109,118,"32,093,307","29,690,345",66,44,2,98,S-K,"3,291,042,113",S-K,"3,204,694,732","46,939,870","2,604,399,403","4,880,708,722","37,799,219",18,26,21,106
134,T-BS,5415224465,163988840,3.03%,12285784113,32579324,10133407123,59,89426983,6,12,19,7,1,0,"3,847,392,066","5,622,146,660",98,104,"57,351,826","54,059,103",0,0,6,82,T-BS,"3,847,392,066",T-BS,"5,415,224,465","163,988,840","12,285,784,113","10,133,407,123","32,579,324",12,8,8,1
135,,988213533,5411303,0.55%,657046826,7064984,1267874934,20,46497700,2,1,0,0,0,0,,"1,093,997,847",41,49,"26,550,981","22,326,487",10,7,3,35,,,,"988,213,533","5,411,303","657,046,826","1,267,874,934","7,064,984",0,11,8,78
136,MVP!,13227881131,916235512,6.93%,42524350218,208644818,40106564232,159,80685937,52,53,20,6,2,0,"12,521,541,680","14,062,610,923",307,317,"45,795,646","44,361,549",265,154,7,274,MVP!,"12,521,541,680",MVP!,"13,227,881,131","916,235,512","42,524,350,218","40,106,564,232","208,644,818",48,13,15,0
137,APX,2630579619,12342223,0.47%,1151748279,13338030,3034381553,51,41950185,1,0,0,0,0,0,"2,176,761,021","2,951,324,236",119,124,"24,780,547","23,801,002",54,29,8,112,APX,"2,176,761,021",APX,"2,630,579,619","12,342,223","1,151,748,279","3,034,381,553","13,338,030",27,31,28,118
138,,1367743192,3872543,0.28%,1476175361,10012008,2022001902,27,46772996,3,2,0,0,0,0,,"1,605,959,709",70,75,"22,922,928","21,412,796",28,9,3,45,,,,"1,367,743,192","3,872,543","1,476,175,361","2,022,001,902","10,012,008",13,14,10,58
139,,944395216,932267,0.10%,309937309,6152614,1137915959,21,39737900,2,0,0,0,0,0,,"1,063,228,546",47,51,"22,564,531","20,847,619",18,12,6,38,,,,"944,395,216","932,267","309,937,309","1,137,915,959","6,152,614",9,11,7,36
140,LAS0,14256415506,677934602,4.76%,40629440215,119276325,40949244479,158,90133112,36,67,29,10,3,0,"10,924,868,042","15,407,527,308",319,337,"48,281,842","45,719,666",272,144,8,283,"LAS0,LAST","12,592,878,909","LAS0,LAST","14,256,415,506","677,934,602","40,629,440,215","40,949,244,479","119,276,325",46,3,9,2
141,DRH,4262977212,29714410,0.70%,2516041340,30285695,6116387875,83,44887639,5,2,0,0,0,0,"4,168,213,789","4,596,486,557",161,169,"28,526,177","27,198,145",102,70,8,161,DRH,"4,168,213,789",DRH,"4,262,977,212","29,714,410","2,516,041,340","6,116,387,875","30,285,695",19,48,42,122
142,-LoK,2232822037,24939421,1.12%,1404891112,24350352,2608205076,51,38972860,1,1,0,0,1,0,"2,027,543,434","2,424,038,369",114,117,"21,255,226","20,718,277",66,43,7,91,-LoK,"2,027,543,434",-LoK,"2,232,822,037","24,939,421","1,404,891,112","2,608,205,076","24,350,352",13,39,13,21
143,WFli,1259816037,320005,0.03%,465923772,8892433,1228686996,27,44602370,1,1,1,0,0,0,"1,107,600,165","1,346,734,489",45,47,"29,870,353","28,653,925",3,2,4,39,WFli,"1,107,600,165",WFli,"1,259,816,037","320,005","465,923,772","1,228,686,996","8,892,433",6,11,12,30
144,-TC-,15539775926,1879439261,12.09%,43398700200,156010599,38071904932,155,100764628,12,48,58,17,6,1,"15,208,705,373","17,555,843,684",538,565,"32,617,809","31,072,290",0,0,13,518,-TC-,"15,208,705,373",-TC-,"15,539,775,926","1,879,439,261","43,398,700,200","38,071,904,932","156,010,599",83,2,3,1
145,~Z~,14047267244,1843414177,13.12%,48086016515,159958915,38435660941,133,104434610,3,30,51,22,10,1,"13,022,110,994","15,696,668,985",468,507,"33,502,765","30,959,899",0,0,9,480,"~Z~,~Y~","14,286,211,181","~Z~,~Y~","14,047,267,244","1,843,414,177","48,086,016,515","38,435,660,941","159,958,915",74,8,2,2
146,PB2,8547057080,237014051,2.77%,16026106874,49178038,17257741942,141,58771786,42,14,8,0,1,0,"5,332,668,049","9,325,113,127",258,270,"36,119,995","34,537,456",201,129,9,252,"PB2,~PB~","8,158,146,362","PB2,~PB~","8,547,057,080","237,014,051","16,026,106,874","17,257,741,942","49,178,038",43,33,45,8
147,_PS_,1711198821,11723287,0.69%,3252481308,11100620,3080523120,23,73517919,4,7,4,0,0,0,"1,254,901,556","1,778,695,039",38,46,"46,719,178","38,667,283",13,10,4,35,_PS_,"1,254,901,556",_PS_,"1,711,198,821","11,723,287","3,252,481,308","3,080,523,120","11,100,620",2,6,3,4
148,DTF,6019862657,708856401,11.78%,19714477398,84288530,14762531487,55,109153174,4,16,21,8,3,1,"6,331,982,473","6,682,506,667",170,182,"39,282,241","36,717,070",0,0,5,171,DTF,"6,331,982,473",DTF,"6,019,862,657","708,856,401","19,714,477,398","14,762,531,487","84,288,530",25,0,1,3
149,:AO:,3417437677,27869033,0.82%,1405928434,35999133,4262323805,61,50910637,15,2,0,0,0,0,"3,064,281,086","3,599,984,645",103,109,"34,926,631","33,027,382",0,0,4,96,:AO:,"3,064,281,086",:AO:,"3,417,437,677","27,869,033","1,405,928,434","4,262,323,805","35,999,133",17,21,28,72
150,VoD,10010059146,539935760,5.39%,20325249391,115571098,24639978045,143,70000414,50,36,10,1,0,1,"8,494,810,177","10,656,286,004",236,245,"45,135,260","43,495,045",185,123,4,213,VoD,"8,494,810,177",VoD,"10,010,059,146","539,935,760","20,325,249,391","24,639,978,045","115,571,098",30,15,27,0
151,RGU,8198762830,163109995,1.99%,14927425993,106522890,20163981082,133,58001644,33,18,2,1,0,0,"6,437,935,195","8,815,707,889",245,254,"35,963,057","34,707,511",192,116,4,219,"RGU,RJ_","7,903,672,840","RGU,RJ_","8,198,762,830","163,109,995","14,927,425,993","20,163,981,082","106,522,890",39,34,55,0
152,,1343448569,1875949,0.14%,1206843021,7709530,1869796594,23,50732488,6,2,1,0,0,0,,"1,565,949,026",58,77,"26,879,396","20,337,000",5,1,9,67,,,,"1,343,448,569","1,875,949","1,206,843,021","1,869,796,594","7,709,530",11,15,5,10
153,SNIX,8875540751,1050750922,11.84%,29420162727,97123997,23468028970,110,81528215,19,27,21,6,6,0,"8,256,546,825","10,519,979,662",329,342,"31,962,432","30,760,174",0,0,10,317,SNIX,"8,256,546,825",SNIX,"8,875,540,751","1,050,750,922","29,420,162,727","23,468,028,970","97,123,997",82,10,12,0
154,NOVA,6023901439,115386665,1.92%,3297602094,50030131,7725461971,114,45121882,11,8,1,0,0,0,"5,800,508,965","6,416,375,263",216,223,"29,683,849","28,772,983",158,97,4,194,NOVA,"5,800,508,965",NOVA,"6,023,901,439","115,386,665","3,297,602,094","7,725,461,971","50,030,131",33,71,43,0
155,SHOV,8978321632,144203211,1.61%,11620354142,65205938,17233640339,147,56973388,39,12,4,1,0,0,"5,028,869,431","9,639,123,129",263,272,"36,633,101","35,437,953",193,119,8,249,"SHOV,GTR-","8,291,512,404","SHOV,GTR-","8,978,321,632","144,203,211","11,620,354,142","17,233,640,339","65,205,938",38,47,60,2
156,B&R,19005257393,2071851258,10.90%,56752506362,219855720,51556458343,189,101022705,14,57,64,21,8,5,"18,239,883,770","21,558,205,537",525,607,"41,008,443","35,515,989",4,2,7,539,"B&R,BR-Y","19,509,287,854","B&R,BR-Y","19,005,257,393","2,071,851,258","56,752,506,362","51,556,458,343","219,855,720",116,5,6,0
