KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,Lords,Lords AP,Total Power,CH16+,CH16+ AP,Top 600 Power,CH16+ KL,CH25 KL,Alliances,Ally Lords,Unique Alliances Power Order,1B+ KD Power,1B+ Alliance Tags,#1 Ally Power,Top 600 Merits,Top 600 Kills,Top 600 Healts,Top 600 Deads,10-20M,20-40M,40-60M,60-80M,80-100M,100-125M,125-150M,150-200M,200M+
460,LG~F,"3,407,028,362","153,797,106",4.51%,"874,147,985","11,664,666","1,610,543,414",16,"27,575,696",424,"8,613,798","3,652,250,352",392,"9,282,687","3,652,250,352",279,16,29,303,LG~F,"2,342,619,532",LG~F,"2,342,619,532","154,419,264","881,200,712","1,665,414,887","12,936,607",135,15,3,0,0,0,0,0,0
79,L0CY,"12,066,814,151","540,431,238",4.48%,"8,171,134,845","124,783,549","17,268,279,734",230,"46,445,747",586,"21,608,792","12,662,751,924",443,"28,519,542","12,662,751,924",4,0,12,379,"L0CY,-RE-","8,338,507,580","L0CY,-RE-","6,446,616,478","542,126,716","8,221,303,083","17,500,090,184","131,248,796",41,103,122,25,8,1,0,0,0
84,OG C,"11,549,152,078","512,725,159",4.44%,"15,519,252,947","91,579,547","17,289,521,375",169,"63,529,553",439,"26,340,125","11,563,315,005",288,"40,067,423","11,563,315,005",5,0,14,224,"OG C,GofY","8,302,781,804","OG C,GofY","7,260,905,728","512,725,159","15,519,379,000","17,290,291,517","91,671,914",23,37,45,45,32,13,1,0,0
20,BD20,"8,342,201,115","370,334,160",4.44%,"8,436,227,782","71,004,808","11,888,377,564",151,"47,248,008",304,"27,442,084","8,342,393,518",267,"31,179,024","8,342,393,518",187,122,6,253,BD20,"5,508,894,400",BD20,"5,508,894,400","370,334,160","8,436,227,782","11,888,378,563","71,004,808",28,78,66,18,5,0,1,0,0
177,RAVN,"10,838,057,544","478,761,334",4.42%,"10,076,854,630","79,664,081","18,010,114,631",204,"45,901,208",393,"28,157,772","11,066,004,434",376,"29,402,177","11,066,004,434",272,175,7,323,"RAVN,RVN2","9,132,835,174","RAVN,RVN2","7,823,611,601","478,890,441","10,086,668,083","18,055,426,810","80,878,662",49,87,113,12,6,2,0,0,0
264,MC:1,"9,909,560,105","437,353,462",4.41%,"13,619,759,813","91,653,522","14,192,665,948",177,"47,772,357",377,"26,455,674","9,973,789,032",334,"29,832,699","9,973,789,032",233,159,15,319,MC:1,"7,756,789,777",MC:1,"7,756,789,777","437,358,060","13,621,687,552","14,201,250,630","92,121,752",50,91,64,17,12,5,1,0,0
67,AxT-,"15,962,738,744","704,192,709",4.41%,"12,326,566,375","135,026,874","23,980,758,626",362,"48,840,750",572,"33,987,543","19,440,874,648",538,"36,111,513","19,440,874,648",0,0,7,473,"AxT-,AxW-,AxA-","17,215,217,990","AxT-,AxW-,AxA-","9,727,596,306","734,808,080","13,113,644,284","26,976,657,331","170,665,132",43,125,193,50,13,3,1,0,0
107,HBx,"14,565,411,240","637,937,802",4.38%,"12,317,795,315","126,609,535","24,844,687,280",274,"50,845,624",460,"33,471,558","15,396,916,904",438,"35,131,470","15,396,916,904",323,244,6,359,"HBx,CNC,OZS","13,712,417,763","HBx,CNC,OZS","10,624,431,207","640,273,269","12,405,665,767","25,105,831,556","133,088,011",43,64,172,39,11,3,0,1,0
147,A2A!,"20,729,824,376","897,346,668",4.33%,"50,866,745,570","117,825,929","41,357,463,665",253,"79,431,081",529,"40,823,722","21,595,748,786",507,"42,579,150","21,595,748,786",436,236,10,483,"A2A!,A2AF,D2D!","20,399,677,984","A2A!,A2AF,D2D!","16,597,791,087","897,703,599","50,893,104,209","41,722,273,213","122,008,320",48,8,33,93,83,29,6,0,1
69,~Px~,"8,735,934,863","378,011,932",4.33%,"6,522,398,620","78,309,491","11,602,086,898",155,"46,186,122",396,"22,539,409","8,925,605,850",382,"23,346,106","8,925,605,850",164,109,9,223,~Px~,"5,153,792,755",~Px~,"5,153,792,755","378,058,546","6,528,787,372","11,642,034,041","80,346,220",53,62,77,20,6,0,0,0,0
39,MoD,"4,888,271,524","210,747,708",4.31%,"3,824,635,444","30,261,090","5,487,293,834",72,"48,130,069",287,"17,032,305","4,888,271,524",266,"18,338,057","4,888,271,524",0,0,3,173,MoD,"3,653,673,072",MoD,"3,653,673,072","210,747,708","3,824,635,444","5,487,293,834","30,261,090",50,34,28,11,3,1,1,0,0
466,KST-,"3,485,616,405","149,494,968",4.29%,"1,004,914,612","5,588,746","1,461,634,774",26,"24,737,997",457,"8,291,235","3,789,094,359",420,"8,959,978","3,789,094,359",296,22,34,323,KST-,"2,280,270,361",KST-,"2,280,270,361","151,175,070","1,019,418,781","1,530,335,572","7,162,580",147,19,2,0,0,0,0,0,0
87,#DK#,"14,719,427,594","628,505,695",4.27%,"10,486,097,097","103,401,414","20,889,703,311",263,"53,025,871",470,"32,832,888","15,431,457,394",439,"35,126,896","15,431,457,394",0,0,13,388,"#DK#,K&Q,IL87","12,981,792,532","#DK#,K&Q,IL87","8,257,525,005","629,082,473","10,551,077,093","21,110,146,723","107,879,085",40,80,125,38,28,2,3,0,0
16,!WTF,"12,363,703,829","522,029,207",4.22%,"14,463,441,313","91,942,945","22,025,093,852",216,"52,147,240",358,"34,838,509","12,472,186,336",345,"36,122,696","12,472,186,336",259,181,8,307,"!WTF,WTFs,PKY","11,297,485,819","!WTF,WTFs,PKY","8,370,141,418","522,070,324","14,466,045,516","22,050,202,505","92,681,053",39,56,120,29,15,4,1,0,0
276,KoV~,"16,251,025,585","678,861,635",4.18%,"32,370,540,995","131,528,884","30,655,700,962",290,"55,474,591",728,"25,204,793","18,349,089,627",674,"27,202,680","18,259,021,628",537,262,16,636,"KoV~,Ucue","15,438,285,842","KoV~,Ucue","12,148,938,918","681,814,409","32,775,359,683","32,421,311,549","147,427,901",89,52,127,75,26,3,2,0,0
43,-KM-,"12,381,779,710","511,023,033",4.13%,"11,380,751,100","84,687,347","17,510,036,059",206,"52,782,827",504,"26,132,654","13,170,857,798",480,"27,417,405","13,170,857,798",318,180,8,344,"-KM-,KM3,KM2","11,093,737,263","-KM-,KM3,KM2","8,809,006,690","511,349,473","11,467,858,619","17,726,078,620","89,618,399",73,74,91,35,21,3,0,0,0
315,3TL,"5,046,843,869","207,996,320",4.12%,"3,791,359,363","32,556,828","5,077,969,254",96,"33,316,768",343,"14,791,606","5,073,520,791",313,"16,160,009","5,073,520,791",0,0,17,198,3TL,"2,848,921,856",3TL,"2,848,921,856","208,010,473","3,792,885,128","5,083,621,859","32,791,482",54,99,8,1,3,0,0,0,0
78,RVEN,"8,838,015,167","358,414,954",4.06%,"7,578,518,066","81,180,440","14,044,151,796",161,"50,412,645",423,"20,927,177","8,852,195,950",283,"31,177,401","8,852,195,950",3,0,8,266,RVEN,"6,903,671,430",RVEN,"6,903,671,430","358,415,766","7,578,682,287","14,044,642,352","81,264,917",20,39,86,35,1,1,0,0,0
82,CFRA,"6,912,557,604","280,230,525",4.05%,"4,343,818,730","62,110,870","8,400,436,298",122,"43,990,762",310,"22,303,044","6,913,943,506",282,"24,454,305","6,913,943,506",0,0,11,243,"CFRA,STFO","6,095,603,875","CFRA,STFO","5,095,393,239","280,230,525","4,343,827,766","8,400,508,708","62,120,038",34,70,63,6,4,0,0,0,0
447,,"1,658,750,055","66,722,763",4.02%,"491,352,833","6,298,914","801,996,591",14,"22,230,924",225,"7,372,222","1,658,750,055",206,"8,007,111","1,658,750,055",0,0,38,158,,,,,"66,722,763","491,352,833","801,996,591","6,298,914",51,11,0,0,0,0,0,0,0
108,VOK,"16,285,802,369","652,292,714",4.01%,"21,979,027,205","123,287,307","29,524,478,450",284,"55,271,136",498,"34,724,896","17,292,997,979",425,"40,645,776","17,292,997,979",331,242,9,406,"VOK,MAX,V108","15,201,035,991","VOK,MAX,V108","9,838,110,930","654,135,009","22,123,885,134","29,999,043,001","130,369,189",40,76,135,57,35,2,0,0,0
4,RvO,"10,426,160,505","412,913,704",3.96%,"8,202,887,698","111,922,777","14,755,869,090",185,"48,115,333",464,"23,309,134","10,815,437,976",425,"25,415,239","10,815,437,976",249,139,13,350,RvO,"7,405,331,888",RvO,"7,405,331,888","413,348,510","8,221,098,398","14,848,342,013","115,698,825",51,69,93,27,10,0,0,0,0
508,FAIT,"2,464,059,920","96,514,088",3.92%,"432,531,706","3,334,051","641,130,705",8,"20,306,501",896,"4,003,598","3,587,223,470",756,"4,615,239","3,305,965,891",0,0,74,660,FAIT,"1,780,840,319",FAIT,"1,780,840,319","104,251,867","473,485,918","816,025,299","5,862,025",61,3,0,0,0,0,0,0,0
204,SIP,"6,141,730,822","240,128,170",3.91%,"4,221,849,603","62,003,628","9,030,304,275",109,"42,948,343",277,"22,172,313","6,141,730,822",254,"24,129,979","6,141,730,822",155,99,10,232,SIP,"4,727,335,082",SIP,"4,727,335,082","240,128,170","4,221,849,603","9,030,304,275","62,003,628",44,62,55,7,1,0,0,0,0
258,GOWA,"6,276,093,635","245,365,860",3.91%,"4,833,639,549","73,579,149","7,353,249,752",118,"40,359,091",299,"20,990,280","6,276,093,635",270,"23,181,437","6,276,093,635",160,94,14,222,GOWA,"4,277,024,022",GOWA,"4,277,024,022","245,365,860","4,833,639,549","7,353,249,752","73,579,149",53,82,44,7,3,0,0,0,0
37,CHUB,"11,392,058,073","438,584,937",3.85%,"8,771,726,728","75,538,242","15,682,302,757",199,"51,708,036",370,"31,003,364","11,471,244,631",337,"34,001,421","11,471,244,631",0,0,11,280,"CHUB,EGG","9,869,071,834","CHUB,EGG","7,863,372,775","438,587,470","8,773,816,152","15,697,480,618","76,422,116",26,60,100,35,14,3,0,0,0
518,-DW-,"1,771,860,978","67,903,583",3.83%,"361,212,886","4,028,092","554,490,461",5,"24,183,281",866,"2,809,688","2,433,189,819",600,"3,794,751","2,307,204,406",0,0,82,646,-DW-,"1,156,693,480",-DW-,"1,156,693,480","71,544,143","379,483,755","656,298,484","6,712,359",17,1,1,0,0,0,0,0,0
312,WoW!,"18,415,664,011","703,467,153",3.82%,"35,470,857,557","123,005,972","30,052,311,206",404,"53,547,829","1,367","19,657,418","26,871,690,360","1,165","23,022,154","24,420,639,115",826,359,30,"1,098","WoW!,NoW!,WoF3,WoF2,WoF1","22,357,660,281","WoW!,NoW!,WoF3,WoF2,WoF1","12,042,725,442","755,916,107","39,031,894,839","36,758,842,336","160,162,325",205,113,172,65,41,10,4,1,0
206,:TC:,"8,878,113,400","333,853,999",3.76%,"12,248,363,805","76,772,606","14,529,618,999",169,"46,267,636",318,"27,939,280","8,884,691,101",299,"29,683,876","8,884,691,101",185,130,13,261,":TC:,~TA~","6,915,258,722",":TC:,~TA~","5,715,101,030","333,857,318","12,248,468,997","14,530,128,931","76,814,459",32,70,86,13,6,0,1,1,0
309,RWR,"8,068,365,687","302,522,057",3.75%,"4,711,998,103","58,059,501","8,714,228,916",181,"35,317,076",386,"21,414,446","8,265,976,318",362,"22,803,861","8,265,976,318",242,163,18,309,"RWR,RWRa","6,861,096,056","RWR,RWRa","5,835,827,910","302,749,547","4,721,302,436","8,770,757,617","59,687,833",47,174,31,1,3,0,0,0,0
305,05DK,"9,742,143,105","365,236,325",3.75%,"7,134,098,574","55,027,334","12,558,984,381",231,"36,426,922",477,"22,552,597","10,757,588,572",461,"23,315,723","10,757,588,572",338,201,12,381,"05DK,05KD","8,935,803,071","05DK,05KD","7,148,199,401","367,016,585","7,298,532,803","13,084,843,252","61,886,836",83,185,54,8,3,0,0,0,0
34,-VH,"11,359,082,653","417,482,480",3.68%,"6,109,502,229","105,910,159","15,012,579,538",224,"45,109,366",476,"25,030,920","11,914,717,840",438,"27,159,606","11,914,717,840",0,0,16,363,"-VH,~VHA,-VhF","10,224,276,814","-VH,~VHA,-VhF","7,587,019,672","417,603,459","6,153,499,517","15,173,594,199","112,045,551",50,87,128,21,2,0,0,0,0
32,G3N,"16,218,865,443","591,973,037",3.65%,"13,989,070,649","121,296,428","24,523,563,998",326,"51,367,398",768,"25,207,435","19,359,310,106",689,"28,048,659","19,213,587,819",0,0,13,545,"G3N,MMMM,G3N2,LoC1","16,746,914,745","G3N,MMMM,G3N2,LoC1","10,795,137,330","597,531,214","14,468,478,274","25,910,821,117","142,990,647",89,97,145,65,22,5,0,0,0
454,VCZ,"3,755,884,686","133,221,340",3.55%,"929,154,901","8,511,749","1,634,513,046",37,"22,070,332",462,"9,052,915","4,182,446,858",422,"9,845,082","4,182,446,858",297,36,30,311,VCZ,"2,484,180,673",VCZ,"2,484,180,673","135,937,005","951,800,333","1,728,038,297","10,525,413",150,31,0,0,0,0,0,0,0
257,OOF,"7,598,013,305","268,191,395",3.53%,"6,108,936,319","59,161,732","10,320,910,063",135,"45,686,458",305,"24,911,782","7,598,093,418",286,"26,545,402","7,598,093,418",156,94,12,240,OOF,"4,902,563,183",OOF,"4,902,563,183","268,191,395","6,108,936,319","10,320,910,169","59,161,732",46,73,59,12,5,0,2,0,0
29,SGW,"8,081,826,570","279,653,200",3.46%,"9,620,612,532","69,533,757","12,180,760,604",119,"61,818,369",214,"37,765,545","8,081,826,570",196,"41,206,729","8,081,826,570",0,0,10,146,SGW,"4,498,970,676",SGW,"4,498,970,676","279,653,200","9,620,612,532","12,180,760,604","69,533,757",20,34,34,26,22,9,0,0,0
236,MVP,"10,404,753,708","357,647,721",3.44%,"6,607,585,627","77,921,218","12,331,623,205",205,"44,907,494",352,"29,776,151","10,481,205,105",332,"31,529,533","10,481,205,105",0,0,9,288,"MVP,MVY","8,505,021,662","MVP,MVY","7,034,920,296","357,653,050","6,609,402,171","12,349,674,842","78,439,116",41,102,85,22,6,2,0,0,0
443,F~F,"2,173,397,898","74,037,899",3.41%,"461,945,351","4,403,529","940,528,330",8,"23,155,216",265,"8,201,502","2,173,397,898",237,"9,087,209","2,173,397,898",0,0,31,204,F~F,"1,224,531,514",F~F,"1,224,531,514","74,037,899","461,945,351","940,528,330","4,403,529",88,9,0,0,0,0,0,0,0
301,SCS,"8,610,714,564","293,068,233",3.40%,"8,003,539,161","53,640,748","11,930,579,354",172,"39,804,840",458,"19,434,221","8,900,873,041",409,"21,711,945","8,900,873,041",270,142,20,335,"SCS,01SP","5,887,632,073","SCS,01SP","4,733,687,517","293,208,621","8,020,998,494","12,001,583,246","55,996,842",68,108,67,11,0,0,1,0,0
483,-WW-,"3,131,113,890","106,317,450",3.40%,"957,721,086","3,922,717","1,326,469,677",16,"22,884,946",517,"6,818,368","3,525,096,190",462,"7,565,063","3,525,096,190",274,15,48,444,-WW-,"2,401,921,385",-WW-,"2,401,921,385","106,835,881","977,667,749","1,419,506,722","4,760,815",127,17,0,0,0,0,0,0,0
511,VlMl,"2,002,661,450","67,540,601",3.37%,"339,368,608","4,818,199","552,475,725",10,"20,693,567",784,"3,458,542","2,711,496,959",619,"4,207,635","2,607,670,820",0,0,79,599,VlMl,"1,413,700,686",VlMl,"1,413,700,686","72,402,934","363,397,222","672,781,536","7,414,916",28,2,1,0,0,0,0,0,0
285,UST~,"9,965,333,578","329,171,283",3.30%,"5,325,485,383","96,950,851","11,330,414,246",239,"36,142,018",494,"22,820,233","11,273,195,341",475,"23,716,542","11,273,195,341",0,0,14,397,"UST~,LHTZ,Ust","9,310,100,909","UST~,LHTZ,Ust","6,692,116,499","331,245,344","5,609,601,247","12,057,110,002","106,538,124",88,191,68,5,3,0,0,0,0
520,R-NF,"1,836,756,571","60,413,908",3.29%,"292,687,048","4,237,216","460,011,187",9,"30,436,204",756,"3,146,979","2,379,116,194",562,"4,041,522","2,325,237,472",0,0,83,575,R-NF,"1,268,805,451",R-NF,"1,268,805,451","63,116,330","308,596,764","545,554,132","7,052,647",11,4,1,1,0,0,0,0,0
216,WAN,"12,830,313,213","419,330,850",3.27%,"9,612,567,143","68,082,900","18,163,056,985",311,"42,010,568",490,"29,988,653","14,694,440,171",478,"30,734,210","14,694,440,171",0,0,11,408,"WAN,IMFs","11,333,664,305","WAN,IMFs","8,750,293,496","430,757,337","10,122,066,503","19,666,588,605","81,272,559",49,173,137,11,6,2,0,0,0
410,WE~R,"5,638,455,937","182,122,567",3.23%,"3,358,122,128","13,631,093","4,439,638,696",112,"28,077,180",483,"12,737,602","6,152,261,924",453,"13,549,184","6,152,261,924",326,100,26,400,WE~R,"4,160,312,022",WE~R,"4,160,312,022","182,509,986","3,388,741,777","4,552,777,501","15,248,387",106,123,0,4,1,0,0,0,0
453,,"1,741,457,902","55,961,674",3.21%,"353,263,703","5,374,794","670,171,518",6,"20,601,001",291,"5,984,391","1,741,457,902",236,"7,296,785","1,741,457,902",128,4,35,203,,,,,"55,961,674","353,263,703","670,171,518","5,374,794",53,7,0,0,0,0,0,0,0
38,MOJO,"7,941,962,236","252,550,040",3.18%,"5,741,577,348","54,245,535","9,662,814,922",139,"47,570,613",312,"25,462,570","7,944,321,858",289,"27,443,331","7,944,321,858",0,0,8,229,MOJO,"6,402,088,771",MOJO,"6,402,088,771","252,550,040","5,741,599,154","9,662,942,399","54,267,422",36,68,61,16,7,2,0,0,0
409,KRM,"5,919,131,861","185,145,547",3.13%,"4,434,384,806","20,484,276","4,681,795,112",124,"29,971,668",458,"13,731,959","6,289,237,442",428,"14,656,675","6,289,237,442",286,109,36,375,KRM,"4,263,164,979",KRM,"4,263,164,979","185,281,365","4,447,219,655","4,770,067,506","22,110,364",90,120,9,5,1,1,0,0,0
117,SHPs,"13,241,122,554","410,315,072",3.10%,"13,162,515,708","110,198,441","19,938,711,065",247,"49,684,643",403,"33,814,148","13,627,101,706",389,"35,012,727","13,627,101,706",241,184,11,309,"SHPs,SHWA","10,470,094,543","SHPs,SHWA","7,076,760,386","410,452,329","13,206,247,923","20,077,411,334","112,853,291",34,96,108,37,19,3,0,0,0
505,K505,"2,700,284,981","83,370,477",3.09%,"364,008,802","3,361,694","676,162,872",11,"20,766,344",831,"4,393,270","3,650,807,236",685,"5,197,281","3,472,839,595",0,0,71,591,K505,"2,041,662,752",K505,"2,041,662,752","87,646,441","390,866,128","825,069,216","5,334,158",86,6,0,0,0,0,0,0,0
392,,"1,067,619,142","31,494,192",2.95%,"621,506,744","4,435,526","681,150,557",10,"29,584,786",138,"7,736,371","1,067,619,142",121,"8,754,526","1,067,619,142",57,9,16,108,,,,,"31,494,192","621,506,744","681,150,557","4,435,526",23,14,0,1,0,0,0,0,0
168,,"812,289,776","23,637,161",2.91%,"590,606,291","4,222,993","940,002,941",8,"32,203,814",113,"7,188,405","812,289,776",103,"7,850,302","812,289,776",22,3,9,86,,,,,"23,637,161","590,606,291","940,002,941","4,222,993",18,10,2,0,0,0,0,0,0
506,DGW-,"2,743,443,046","78,045,251",2.84%,"380,916,153","3,123,003","443,715,903",16,"28,733,206",898,"4,308,741","3,869,249,324",751,"5,026,913","3,595,375,556",0,0,71,670,DGW-,"1,792,299,508",DGW-,"1,792,299,508","87,901,402","432,379,738","620,742,049","7,029,167",73,3,1,1,1,0,0,0,0
378,,"2,179,104,926","61,605,898",2.83%,"907,728,483","12,166,607","1,219,116,200",23,"30,762,579",241,"9,041,929","2,179,104,926",212,"10,206,715","2,179,104,926",0,0,28,160,,,,,"61,605,898","907,728,483","1,219,116,200","12,166,607",58,25,0,0,2,0,0,0,0
102,SPR#,"13,905,574,769","392,730,053",2.82%,"11,149,516,335","103,717,212","21,031,413,346",279,"47,575,002",513,"30,345,026","15,566,998,452",494,"31,486,269","15,566,998,452",398,261,4,410,"SPR#,NEX#","13,472,143,214","SPR#,NEX#","9,739,210,091","394,707,638","11,311,253,491","21,818,898,780","110,831,664",66,121,149,25,8,1,3,0,0
533,,"1,042,171,550","29,087,558",2.79%,"164,656,980","1,887,869","234,357,801",2,"17,404,334","1,031","1,698,359","1,751,008,395",600,"2,454,402","1,504,725,576",0,0,106,818,,,,,"30,933,217","179,314,673","309,239,731","2,841,283",4,0,0,0,0,0,0,0,0
478,WG:S,"3,069,166,381","85,583,498",2.79%,"725,156,878","7,575,371","1,094,184,594",20,"24,266,183",502,"6,847,029","3,437,208,411",448,"7,607,217","3,437,208,411",248,20,35,402,WG:S,"2,351,974,785",WG:S,"2,351,974,785","86,709,330","746,789,192","1,160,127,175","9,389,301",126,9,2,0,0,0,0,0,0
514,NBD!,"1,757,600,858","48,608,416",2.77%,"248,565,147","3,005,330","506,656,640",7,"18,513,382",782,"3,199,889","2,502,313,405",648,"3,725,031","2,377,290,629",0,0,69,523,NBD!,"1,009,831,081",NBD!,"1,009,831,081","52,080,211","267,727,193","626,136,514","4,602,846",18,1,0,0,0,0,0,0,0
162,OoC,"5,848,370,501","161,467,591",2.76%,"2,832,905,869","32,781,674","7,053,914,092",122,"39,512,986",229,"25,538,736","5,848,370,501",223,"26,210,011","5,848,370,501",165,108,6,176,OoC,"4,200,902,148",OoC,"4,200,902,148","161,467,591","2,832,905,869","7,053,914,092","32,781,674",26,85,44,5,0,0,1,0,0
1,FVP,"8,117,749,052","223,574,042",2.75%,"5,746,016,853","69,113,141","10,483,677,018",144,"46,758,020",326,"24,907,343","8,119,793,767",289,"28,061,544","8,119,793,767",0,0,15,255,FVP,"5,747,044,331",FVP,"5,747,044,331","223,574,042","5,746,034,745","10,483,745,994","69,117,711",39,65,73,19,3,0,1,0,0
76,ICE!,"6,120,655,789","167,110,205",2.73%,"4,018,247,460","43,590,443","8,144,627,828",100,"51,683,024",232,"26,382,137","6,120,655,789",208,"29,349,066","6,120,655,789",0,0,13,171,ICE!,"4,418,825,934",ICE!,"4,418,825,934","167,110,205","4,018,247,460","8,144,627,828","43,590,443",28,27,62,14,6,0,0,0,0
530,,"1,215,463,043","33,043,284",2.72%,"174,578,757","2,827,729","308,381,274",2,"20,010,101",949,"2,051,039","1,946,436,110",639,"2,703,225","1,720,492,503",0,0,109,734,,,,,"35,219,292","185,704,152","387,616,408","4,117,182",3,1,0,0,0,0,0,0,0
432,#ERROR!,"1,785,543,569","48,035,542",2.69%,"345,251,335","3,194,733","801,292,642",7,"23,088,243",243,"7,347,916","1,785,543,569",209,"8,470,312","1,785,543,569",0,0,23,184,#ERROR!,"1,251,408,563",#ERROR!,"1,251,408,563","48,035,542","345,251,335","801,292,642","3,194,733",68,8,0,0,0,0,0,0,0
525,,"1,250,006,417","33,624,502",2.69%,"195,707,056","2,202,365","347,447,055",1,"20,907,702",816,"2,199,088","1,794,456,067",540,"2,948,425","1,688,785,502",0,0,99,658,,,,,"35,469,771","204,047,612","416,346,470","3,222,049",3,1,0,0,0,0,0,0,0
524,,"1,295,733,778","34,050,791",2.63%,"167,280,315","3,012,158","355,017,245",3,"14,976,182",806,"2,304,652","1,857,549,243",556,"3,018,762","1,756,150,687",0,0,91,674,,,,,"35,822,248","180,482,800","421,785,254","4,365,065",7,0,0,0,0,0,0,0,0
262,262,"7,521,556,746","197,191,804",2.62%,"4,170,190,376","51,272,229","8,062,857,062",161,"37,580,709",354,"21,287,776","7,535,872,613",289,"25,997,515","7,535,872,613",165,117,13,278,262,"5,066,015,342",262,"5,066,015,342","197,192,026","4,170,220,293","8,064,497,006","51,289,451",40,123,52,5,3,0,0,0,0
509,-IF,"2,133,589,152","55,920,156",2.62%,"275,587,648","4,532,473","569,527,405",6,"23,756,067",867,"3,489,452","3,025,354,546",707,"4,138,394","2,831,925,236",0,0,89,645,-IF,"1,491,900,533",-IF,"1,491,900,533","61,797,621","304,760,659","712,965,226","7,629,911",34,1,1,0,0,0,0,0,0
208,-SnK,"2,809,374,934","72,532,284",2.58%,"1,722,686,920","24,262,885","2,509,142,375",45,"35,555,422",197,"14,260,786","2,809,374,934",179,"15,637,569","2,809,374,934",63,25,7,141,-SnK,"1,816,753,037",-SnK,"1,816,753,037","72,532,284","1,722,686,920","2,509,142,375","24,262,885",34,46,10,0,0,1,0,0,0
135,~DJ~,"8,588,370,917","216,232,918",2.52%,"10,454,824,626","57,747,583","14,191,528,380",149,"52,824,851",239,"35,934,606","8,588,370,917",224,"38,324,632","8,588,370,917",149,117,3,197,"~DJ~,VEXY","7,584,528,062","~DJ~,VEXY","5,941,022,104","216,232,918","10,454,824,626","14,191,528,380","57,747,583",21,41,75,29,11,1,0,0,0
529,,"1,359,712,300","34,161,934",2.51%,"152,336,545","1,471,026","281,871,378",7,"15,393,610",967,"2,244,800","2,170,721,345",685,"2,875,350","1,902,730,636",0,0,99,812,,,,,"36,871,163","170,102,900","369,281,587","2,943,738",8,1,0,0,0,0,0,0,0
242,GT_A,"7,384,966,025","182,726,342",2.47%,"3,271,543,944","56,346,935","7,483,417,161",152,"37,768,258",314,"23,526,675","7,387,375,936",296,"24,941,692","7,387,375,936",147,84,12,221,GT_A,"3,728,484,649",GT_A,"3,728,484,649","182,726,342","3,271,547,562","7,483,454,263","56,348,623",54,115,50,3,2,0,0,0,0
519,M0KG,"1,587,308,928","39,266,365",2.47%,"185,552,945","3,591,784","397,790,836",3,"16,883,153",732,"2,965,569","2,170,796,643",571,"3,588,605","2,101,368,341",0,0,77,577,M0KG,"1,042,067,618",M0KG,"1,042,067,618","41,340,423","196,729,069","476,282,794","4,965,567",14,0,0,0,0,0,0,0,0
224,YDD,"1,926,377,401","47,536,675",2.47%,"1,847,250,891","12,666,478","1,967,877,694",28,"43,550,331",125,"15,411,019","1,926,377,401",109,"17,595,059","1,926,377,401",0,0,5,90,YDD,"1,264,413,274",YDD,"1,264,413,274","47,536,675","1,847,250,891","1,967,877,694","12,666,478",21,27,6,1,1,0,0,1,0
479,CoG,"3,186,808,138","78,163,661",2.45%,"684,007,129","5,156,215","1,308,797,583",15,"24,455,929",515,"7,082,615","3,647,546,714",464,"7,803,371","3,647,546,714",308,11,46,394,CoG,"2,127,590,725",CoG,"2,127,590,725","78,901,771","694,114,924","1,383,395,529","6,162,324",125,9,0,1,0,0,0,0,0
476,GSS~,"3,211,398,743","78,091,759",2.43%,"776,055,267","5,398,989","1,272,971,291",23,"21,602,908",490,"7,258,338","3,556,585,747",437,"8,083,453","3,556,585,747",309,22,34,385,GSS~,"2,270,374,568",GSS~,"2,270,374,568","79,038,881","790,907,726","1,360,994,427","7,097,127",136,8,1,0,0,0,0,0,0
149,:AO:,"4,019,532,721","96,598,164",2.40%,"1,440,642,166","28,953,213","4,070,091,620",72,"40,832,254",236,"17,031,918","4,019,532,721",213,"18,816,955","4,019,532,721",0,0,5,200,:AO:,"2,930,252,358",:AO:,"2,930,252,358","96,598,164","1,440,642,166","4,070,091,620","28,953,213",26,42,37,2,0,0,0,0,0
413,GOK~,"5,222,307,422","124,816,621",2.39%,"3,425,678,282","16,633,572","3,910,300,621",121,"31,536,714",366,"14,340,317","5,248,555,867",313,"16,722,141","5,248,555,867",234,117,24,287,GOK~,"4,222,250,824",GOK~,"4,222,250,824","124,825,079","3,425,899,864","3,912,327,523","16,735,815",51,113,7,4,0,1,1,0,0
452,-VKG,"2,993,911,279","70,864,315",2.37%,"496,108,537","3,938,445","1,127,921,123",14,"24,767,867",410,"7,686,234","3,151,356,085",381,"8,233,629","3,151,356,085",245,13,37,266,-VKG,"1,671,173,408",-VKG,"1,671,173,408","70,902,384","498,841,934","1,150,438,202","4,240,999",120,7,0,1,0,0,0,0,0
198,-NS-,"6,729,970,869","157,437,424",2.34%,"3,540,110,292","52,743,779","8,510,852,694",143,"37,660,259",288,"23,367,954","6,729,970,869",270,"24,892,229","6,729,970,869",158,113,15,240,"-NS-,BIIG","5,972,569,413","-NS-,BIIG","4,883,409,795","157,437,424","3,540,110,292","8,510,852,694","52,743,779",48,101,52,4,0,0,0,0,0
