KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,10M,20M,30M,40M,50M,80M+,100M+,125M+,150M+,200M+,250M+,300M+,Total KD Power,#1 Ally Power,CH16,Lords,CH16 AP,Lords AP,60M+,CH16 Kvk,CH25 Kvk,Allies,Ally Lords,Unique Alliances in KD,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M,,
66,,805281822,10621897,1.32%,1035760863,6190882,1387760569,10,68072611,"1,000,229,932",3,1,1,1,0,1,0,0,0,0,0,0,4,62,"15,533,927",275,"3,637,200",1,0,7,59,,,,,"805,281,822","10,621,897","1,035,760,863","1,387,760,569","6,190,882",3,7,3
67,AxW-,4122925280,106870473,2.59%,4406840569,63894719,8164020233,58,67028563,"4,365,967,892",18,8,1,0,0,1,0,0,0,0,0,0,34,114,"38,034,107",296,"14,749,892",0,0,4,90,"3,558,110,517",AxW-,"3,558,110,517",AxW-,"4,122,925,280","106,870,473","4,406,840,569","8,164,020,233","63,894,719",11,15,14
68,GG69,4247688720,334391175,7.87%,13685539782,72290953,12165638841,44,95336537,"4,909,732,410",33,27,7,1,0,20,0,0,0,0,0,0,36,186,"26,231,145",369,"13,305,508",0,0,11,132,"2,887,042,225",GG69,"2,887,042,225",GG69,"4,247,688,720","334,391,175","13,685,539,782","12,165,638,841","72,290,953",25,7,1
69,~Px~,2473097889,146950291,5.94%,4776729419,24814990,5281852176,34,68252442,"2,823,673,246",10,7,3,1,0,6,0,0,0,0,0,0,17,104,"26,766,486",288,"9,804,421",0,0,6,61,"1,710,763,872",~Px~,"1,710,763,872",~Px~,"2,473,097,889","146,950,291","4,776,729,419","5,281,852,176","24,814,990",13,11,8
70,,1121262057,5475185,0.49%,893969756,12489688,1190753271,19,54479756,"1,350,704,188",4,3,0,0,0,0,0,0,0,0,0,0,6,55,"23,907,416",267,"5,058,817",0,0,8,75,,,,,"1,121,262,057","5,475,185","893,969,756","1,190,753,271","12,489,688",9,11,4
71,BBO,3755137521,167456404,4.46%,3621477863,59238089,6399049641,68,50678361,"4,064,373,441",9,3,0,0,0,4,2,1,0,0,0,0,17,130,"30,952,491",310,"13,110,882",0,0,3,100,"2,959,622,314",BBO,"2,959,622,314",BBO,"3,755,137,521","167,456,404","3,621,477,863","6,399,049,641","59,238,089",21,25,29
72,TP72,5713156632,141608412,2.48%,2411298689,49441052,6575741955,101,52516683,"6,068,145,266",10,3,0,0,0,1,1,0,0,0,0,0,35,168,"35,919,474",342,"17,743,115",0,0,7,150,"5,490,941,556",TP72,"5,490,941,556",TP72,"5,713,156,632","141,608,412","2,411,298,689","6,575,741,955","49,441,052",20,46,32
73,SatL,3970760657,331519478,8.35%,8638327009,39766655,9329053070,55,70304176,"4,466,245,059",21,15,2,0,0,13,5,2,0,0,0,0,31,134,"33,090,606",302,"14,788,891",0,0,5,120,"3,948,431,742",SatL,"3,948,431,742",SatL,"3,970,760,657","331,519,478","8,638,327,009","9,329,053,070","39,766,655",20,13,9
74,H0RD,6982151111,775410600,11.11%,12554528398,90365839,17834032519,109,61304157,"7,750,916,912",24,6,1,1,1,28,6,1,1,1,1,0,53,231,"33,395,640",416,"18,632,012",0,0,11,220,"6,916,541,379",H0RD,"6,916,541,379",H0RD,"6,982,151,111","775,410,600","12,554,528,398","17,834,032,519","90,365,839",32,37,26
75,,851695568,27561949,3.24%,3143801157,10941515,1721492458,10,73685337,"1,229,949,199",5,3,1,1,0,1,1,0,0,0,0,0,6,87,"13,654,483",278,"4,424,278",0,0,8,36,,,,,"851,695,568","27,561,949","3,143,801,157","1,721,492,458","10,941,515",12,6,1
76,ICE!,5807733755,431705695,7.43%,9249450014,64643387,13500550221,78,73052447,"6,167,694,658",30,11,1,0,0,17,2,0,0,0,0,0,56,131,"46,791,766",301,"20,490,680",0,0,8,113,"5,314,687,914",ICE!,"5,314,687,914",ICE!,"5,807,733,755","431,705,695","9,249,450,014","13,500,550,221","64,643,387",13,15,11
77,MFD,22857902002,4199647444,18.37%,101836896414,498271780,75765166266,205,111875804,"26,064,698,294",181,142,64,22,6,169,97,41,20,8,1,1,185,599,"43,509,924",600,"43,441,164",0,0,20,581,"21,627,676,019","MFD,MFD3","22,677,151,460","MFD,MFD3","22,857,902,002","4,199,647,444","101,836,896,414","75,765,166,266","498,271,780",157,2,2
78,F-M-,3341096319,230043282,6.89%,5043155276,34194006,6818818186,49,66283784,"3,707,755,971",13,7,0,0,0,7,4,2,0,0,0,0,29,101,"36,424,996",279,"13,289,448",0,0,8,76,"2,377,412,384",F-M-,"2,377,412,384",F-M-,"3,341,096,319","230,043,282","5,043,155,276","6,818,818,186","34,194,006",19,11,11
79,R0C,7393055567,365104294,4.94%,8586908704,96585501,15859739118,106,68006197,"7,892,826,520",41,9,1,0,0,7,1,0,0,0,0,0,66,199,"39,500,951",374,"21,103,814",0,0,11,181,"6,556,563,341",R0C,"6,556,563,341",R0C,"7,393,055,567","365,104,294","8,586,908,704","15,859,739,118","96,585,501",20,22,22
80,~FA~,23472934277,4228755076,18.02%,93111659510,331334502,75521564083,240,99825017,"27,099,127,791",188,152,65,20,3,184,83,39,12,6,1,0,197,599,"45,240,614",599,"45,240,614",0,0,9,585,"22,252,662,807","~FA~,~RP~,BLS","25,224,703,699","~FA~,~RP~,BLS","23,472,934,277","4,228,755,076","93,111,659,510","75,521,564,083","331,334,502",156,1,1
81,DBB,6404896015,216038781,3.37%,9639269675,82705635,13497105982,84,73173063,"6,638,875,623",34,20,5,0,0,10,0,0,0,0,0,0,51,128,"51,586,594",324,"20,490,357",0,0,11,128,"5,427,542,942",DBB,"5,427,542,942",DBB,"6,404,896,015","216,038,781","9,639,269,675","13,497,105,982","82,705,635",9,19,21
82,CFRA,11423928472,994837929,8.71%,17892337280,139706030,27066204195,159,70240730,"12,341,884,820",59,19,6,2,0,31,6,3,0,0,0,0,104,281,"43,547,427",559,"22,078,506",0,0,13,345,"9,955,998,449",CFRA,"9,955,998,449",CFRA,"11,423,928,472","994,837,929","17,892,337,280","27,066,204,195","139,706,030",51,30,26
83,IL83,3080570758,3970278,0.13%,1510894061,24768132,3432937924,48,57669676,"3,317,493,373",5,0,0,0,0,0,0,0,0,0,0,0,19,96,"34,232,536",263,"12,614,043",53,34,6,101,"2,842,680,224",IL83,"2,842,680,224",IL83,"3,080,570,758","3,970,278","1,510,894,061","3,432,937,924","24,768,132",9,16,21
84,OG C,4478321825,289822720,6.47%,5099195421,42736240,7967366071,59,71894641,"4,852,352,028",26,12,1,0,0,8,5,3,0,0,0,0,36,131,"36,772,213",328,"14,793,756",0,0,8,113,"3,577,692,472",OG C,"3,577,692,472",OG C,"4,478,321,825","289,822,720","5,099,195,421","7,967,366,071","42,736,240",16,14,15
85,DGEN,6945301486,912658987,13.14%,21406690262,87648228,19562084880,66,102221023,"7,780,147,370",51,43,14,7,2,40,15,7,2,1,1,0,55,288,"26,908,946",493,"15,781,232",0,0,9,237,"6,836,527,330",DGEN,"6,836,527,330",DGEN,"6,945,301,486","912,658,987","21,406,690,262","19,562,084,880","87,648,228",38,6,2
86,E:86,7490804012,248396357,3.32%,8076813238,76837182,13144962848,110,65333684,"7,998,847,286",34,14,0,0,0,5,1,0,0,0,0,0,58,200,"39,863,356",351,"22,788,739",122,89,11,187,"6,743,083,862",E:86,"6,743,083,862",E:86,"7,490,804,012","248,396,357","8,076,813,238","13,144,962,848","76,837,182",26,24,33
87,#DK#,12672126359,830951248,6.56%,23542866754,139032054,32128835399,138,90894360,"13,415,054,965",94,61,16,3,0,30,2,0,0,0,0,0,117,253,"52,891,172",426,"31,490,739",0,0,9,227,"11,531,985,949",#DK#,"11,531,985,949",#DK#,"12,672,126,359","830,951,248","23,542,866,754","32,128,835,399","139,032,054",29,16,6
88,#88,4664427385,138815077,2.98%,5810656157,46613055,9109936135,61,73374039,"4,894,343,500",22,14,4,2,0,4,1,0,0,0,0,0,42,104,"46,742,961",300,"16,314,478",0,0,8,83,"3,359,458,094",#88,"3,359,458,094",#88,"4,664,427,385","138,815,077","5,810,656,157","9,109,936,135","46,613,055",14,11,10
89,GO!,11547648237,26869154,0.23%,11151354929,169801444,21772461607,180,61559794,"12,194,273,572",35,10,2,0,0,0,0,0,0,0,0,0,93,310,"39,233,794",501,"24,339,867",218,151,8,268,"9,987,071,240",GO!,"9,987,071,240",GO!,"11,547,648,237","26,869,154","11,151,354,929","21,772,461,607","169,801,444",35,40,55
90,LNV,3384412730,145820562,4.31%,5747495309,31106637,7137657371,48,67636069,"3,599,623,541",17,6,2,0,0,6,1,1,0,0,0,0,27,97,"36,750,020",277,"12,995,031",0,0,7,110,"2,581,352,602",LNV,"2,581,352,602",LNV,"3,384,412,730","145,820,562","5,747,495,309","7,137,657,371","31,106,637",10,14,8
91,MAX,12682078560,966211550,7.62%,20319181438,141583214,28484440112,187,63021926,"13,556,066,339",51,24,2,0,0,32,10,4,1,1,0,0,88,361,"37,467,270",519,"26,119,588",0,0,11,352,"10,816,018,066",MAX,"10,816,018,066",MAX,"12,682,078,560","966,211,550","20,319,181,438","28,484,440,112","141,583,214",48,66,55
92,wAo,24031088895,5472118233,22.77%,120849761662,629637061,87559493852,222,110788348,"28,593,196,760",176,163,96,45,9,172,145,68,35,22,4,1,176,600,"47,655,328",600,"47,655,328",0,0,21,592,"24,086,038,452",wAo,"24,086,038,452",wAo,"24,031,088,895","5,472,118,233","120,849,761,662","87,559,493,852","629,637,061",224,0,0
93,#SLS,4463060047,366542464,8.21%,6516618839,55157188,8011049730,66,58232980,"4,833,998,127",13,6,1,1,0,15,5,3,0,0,0,0,26,151,"31,779,435",326,"14,828,215",0,0,7,140,"4,066,580,400",#SLS,"4,066,580,400",#SLS,"4,463,060,047","366,542,464","6,516,618,839","8,011,049,730","55,157,188",26,33,20
94,,1034307376,523734,0.05%,389934315,5743285,1046662733,19,49095046,"1,195,526,154",1,0,0,0,0,0,0,0,0,0,0,0,8,46,"25,319,609",200,"5,977,631",0,0,8,42,,,,,"1,034,307,376","523,734","389,934,315","1,046,662,733","5,743,285",5,10,4
95,AeB,4718958644,357838660,7.58%,10706294628,62947665,13698835219,71,66256843,"5,586,662,421",24,5,2,0,0,13,1,0,0,0,0,0,42,178,"31,210,535",339,"16,479,830",0,0,10,173,"4,862,402,678",AeB,"4,862,402,678",AeB,"4,718,958,644","357,838,660","10,706,294,628","13,698,835,219","62,947,665",38,8,19
96,OAH,3764892438,41154585,1.09%,5731226139,33349506,5936926730,57,62390621,"4,035,968,477",13,10,4,1,0,1,0,0,0,0,0,0,25,114,"35,155,967",275,"14,676,249",30,19,11,95,"2,963,687,010",OAH,"2,963,687,010",OAH,"3,764,892,438","41,154,585","5,731,226,139","5,936,926,730","33,349,506",17,17,15
97,~TES,7068529693,187594570,2.65%,6878819921,89867769,11853231159,120,51399815,"7,577,591,089",17,6,1,0,0,3,1,0,0,0,0,0,34,228,"33,092,757",373,"20,315,258",0,0,12,191,"3,613,893,470",~TES,"3,613,893,470",~TES,"7,068,529,693","187,594,570","6,878,819,921","11,853,231,159","89,867,769",38,67,40
98,UwB,6493428680,422740477,6.51%,6370109268,75537210,12432497479,117,53397603,"6,810,559,791",9,1,1,0,0,11,3,0,0,0,0,0,44,172,"39,387,810",334,"20,390,898",0,0,6,162,"5,837,546,662",UwB,"5,837,546,662",UwB,"6,493,428,680","422,740,477","6,370,109,268","12,432,497,479","75,537,210",13,39,41
99,BTX',27722524427,4565177228,16.47%,127998642318,461581294,89857745085,205,137083255,"31,626,814,968",165,164,132,85,24,159,116,52,28,13,13,8,165,600,"52,711,358",600,"52,711,358",0,0,18,571,"26,880,785,385","BTX',BTR","28,217,992,618","BTX',BTR","27,722,524,427","4,565,177,228","127,998,642,318","89,857,745,085","461,581,294",188,6,0
100,-IDN,8094688798,133011111,1.64%,6264295253,94296832,14820022868,145,50354735,"8,595,181,962",12,3,0,0,0,1,0,0,0,0,0,0,47,251,"34,125,826",412,"20,862,092",0,0,11,205,"3,661,207,792","-IDN,-GPX","5,538,853,547","-IDN,-GPX","8,094,688,798","133,011,111","6,264,295,253","14,820,022,868","94,296,832",42,61,49
101,CBP!,5910282930,140589979,2.38%,8319654465,70395358,10791585489,92,60293888,"6,246,460,001",23,12,5,4,1,4,1,1,0,0,0,0,35,193,"32,206,623",347,"18,001,326",0,0,12,184,"5,264,816,922",CBP!,"5,264,816,922",CBP!,"5,910,282,930","140,589,979","8,319,654,465","10,791,585,489","70,395,358",19,35,27
102,SN#,12254395117,550950712,4.50%,12385098174,152754746,26818495448,178,66517307,"12,826,424,334",44,8,2,0,0,4,1,0,0,0,0,0,111,275,"46,494,471",435,"29,486,033",0,0,6,238,"10,274,010,521",SN#,"10,274,010,521",SN#,"12,254,395,117","550,950,712","12,385,098,174","26,818,495,448","152,754,746",31,25,47
103,JRX,4455026344,698637626,15.68%,11537502892,70316814,13314551576,86,52581958,"5,490,635,631",10,2,0,0,0,26,14,4,2,1,0,0,39,229,"23,826,098",398,"13,795,567",0,0,8,221,"4,527,321,927",JRX,"4,527,321,927",JRX,"4,455,026,344","698,637,626","11,537,502,892","13,314,551,576","70,316,814",45,12,22
104,WI-C,9298795243,1587779474,17.08%,32523434037,150201457,29570616140,130,73010096,"11,519,737,921",72,39,10,2,0,67,30,10,5,1,0,0,85,393,"29,211,929",597,"19,296,043",0,0,13,405,"9,349,321,261",WI-C,"9,349,321,261",WI-C,"9,298,795,243","1,587,779,474","32,523,434,037","29,570,616,140","150,201,457",107,15,8
105,TEKD,7891685403,277662194,3.52%,5201309479,87119830,11809248039,132,54858618,"8,406,371,160",9,4,0,0,0,6,1,0,0,0,0,0,51,232,"36,052,138",413,"20,354,410",0,0,7,216,"6,500,416,659","TEKD,TLK0","7,699,358,547","TEKD,TLK0","7,891,685,403","277,662,194","5,201,309,479","11,809,248,039","87,119,830",26,55,45
106,MLS,7627887070,307923138,4.04%,7583254985,83451930,13114929106,118,59528035,"8,028,638,067",23,10,1,1,0,10,2,1,0,0,0,0,50,196,"40,796,152",341,"23,544,393",0,0,6,199,"5,631,946,712",MLS,"5,631,946,712",MLS,"7,627,887,070","307,923,138","7,583,254,985","13,114,929,106","83,451,930",22,44,42
107,HBx,3045803844,42324612,1.39%,1741896934,28989744,4739388829,48,58797696,"3,335,112,613",9,1,0,0,0,0,0,0,0,0,0,0,24,109,"30,321,404",274,"12,171,944",0,0,7,124,"2,077,155,992",HBx,"2,077,155,992",HBx,"3,045,803,844","42,324,612","1,741,896,934","4,739,388,829","28,989,744",8,17,13
108,KoA,3489596480,957151,0.03%,3631918342,32758719,5251594216,56,56175682,"3,751,987,902",10,3,1,0,0,0,0,0,0,0,0,0,20,113,"32,891,253",299,"12,548,455",31,21,9,122,"1,656,564,847",KoA,"1,656,564,847",KoA,"3,489,596,480","957,151","3,631,918,342","5,251,594,216","32,758,719",9,25,21
109,VP09,4824843809,219235608,4.54%,7012788701,63731702,8665000704,82,55661488,"5,262,767,238",15,9,2,0,0,7,5,2,0,0,0,0,30,167,"31,260,024",359,"14,659,519",0,0,11,132,"3,124,641,737",VP09,"3,124,641,737",VP09,"4,824,843,809","219,235,608","7,012,788,701","8,665,000,704","63,731,702",20,29,26
110,RoG,23142249907,3030004801,13.09%,80746723680,271487408,72697984385,193,120573264,"25,622,698,408",184,165,65,27,7,144,52,15,3,1,0,0,184,519,"49,312,397",599,"42,775,790",0,0,13,465,"21,804,949,622","RoG,RoQ","23,355,761,430","RoG,RoQ","23,142,249,907","3,030,004,801","80,746,723,680","72,697,984,385","271,487,408",105,0,0
111,DEA,9486883046,245066242,2.58%,14398845498,103855083,18692301064,129,68858843,"10,079,597,138",34,26,10,4,0,5,0,0,0,0,0,0,71,270,"37,219,348",410,"24,584,383",173,107,3,240,"8,507,003,684",DEA,"8,507,003,684",DEA,"9,486,883,046","245,066,242","14,398,845,498","18,692,301,064","103,855,083",24,38,34
112,#BD,9906951411,58645212,0.59%,12499884932,104738547,19800559290,163,58957673,"10,772,943,274",33,16,3,1,0,0,0,0,0,0,0,0,63,318,"33,766,577",461,"23,368,641",197,143,11,313,"8,261,712,042",#BD,"8,261,712,042",#BD,"9,906,951,411","58,645,212","12,499,884,932","19,800,559,290","104,738,547",36,42,64
113,KHRS,3388174251,95031946,2.80%,5863237356,37938012,7208472975,44,74641590,"3,780,951,759",21,5,1,1,0,2,0,0,0,0,0,0,32,107,"35,044,507",259,"14,598,269",0,0,9,79,"2,628,637,680",KHRS,"2,628,637,680",KHRS,"3,388,174,251","95,031,946","5,863,237,356","7,208,472,975","37,938,012",18,6,7
114,MELL,9773155292,215251570,2.20%,10704925535,129591309,17946683307,170,53513066,"10,250,723,074",22,10,2,0,0,3,0,0,0,0,0,0,50,260,"39,285,407",429,"23,894,459",0,0,9,204,"3,796,866,489","MELL,LMB","5,392,367,282","MELL,LMB","9,773,155,292","215,251,570","10,704,925,535","17,946,683,307","129,591,309",28,70,68
115,BeK,12803096145,1988431949,15.53%,40904425897,156112525,39084357307,129,98945346,"14,586,858,490",106,67,8,2,0,84,31,12,5,2,0,0,126,350,"41,579,925",511,"28,545,711",0,0,9,330,"13,134,932,974",BeK,"13,134,932,974",BeK,"12,803,096,145","1,988,431,949","40,904,425,897","39,084,357,307","156,112,525",79,1,3
116,ZOO~,3493165847,56017010,1.60%,6252311623,32872335,6877868100,47,73394670,"3,775,452,678",20,13,3,1,0,2,0,0,0,0,0,0,28,104,"35,968,295",297,"12,711,962",15,12,5,53,"2,169,432,306",ZOO~,"2,169,432,306",ZOO~,"3,493,165,847","56,017,010","6,252,311,623","6,877,868,100","32,872,335",10,12,6
117,SHWA,3643782858,62251189,1.71%,1735313586,32300479,4928733900,64,53068007,"3,852,556,424",6,2,0,0,0,1,0,0,0,0,0,0,20,112,"34,082,638",286,"13,470,477",0,0,8,122,"2,767,869,328",SHWA,"2,767,869,328",SHWA,"3,643,782,858","62,251,189","1,735,313,586","4,928,733,900","32,300,479",8,26,24
118,GEX-,16290179146,1929981302,11.85%,47591220832,195500258,52783644134,181,89788388,"18,188,134,194",132,77,18,3,0,92,18,9,1,0,0,0,150,454,"39,976,159",599,"30,364,164",0,0,12,417,"14,730,589,906","GEX-,GEX2","15,753,211,952","GEX-,GEX2","16,290,179,146","1,929,981,302","47,591,220,832","52,783,644,134","195,500,258",82,12,10
119,L~AW,2639369966,27807818,1.05%,3309857775,29143087,5964752346,38,68114358,"2,931,354,737",19,5,0,0,0,0,0,0,0,0,0,0,24,99,"29,248,100",317,"9,247,176",0,0,8,90,"2,123,938,050",L~AW,"2,123,938,050",L~AW,"2,639,369,966","27,807,818","3,309,857,775","5,964,752,346","29,143,087",10,7,6
120,FUR-,6141646418,608824576,9.91%,10833277179,80295825,14302091691,87,68850686,"6,804,656,305",27,17,3,0,0,20,7,2,0,0,0,0,49,196,"34,539,208",387,"17,583,091",0,0,10,170,"5,380,360,016",FUR-,"5,380,360,016",FUR-,"6,141,646,418","608,824,576","10,833,277,179","14,302,091,691","80,295,825",31,13,23
121,BbF,8950756415,300497466,3.36%,11137465275,104691518,17346876841,154,52350269,"9,634,666,101",21,9,2,1,0,6,0,0,0,0,0,0,44,302,"31,794,829",472,"20,412,428",0,0,25,256,"5,322,461,856","BbF,IRoN","6,420,782,012","BbF,IRoN","8,950,756,415","300,497,466","11,137,465,275","17,346,876,841","104,691,518",43,75,51
122,dom,4469398894,105789560,2.37%,3772513100,38508125,7376461514,80,50829558,"4,799,904,902",6,0,0,0,0,3,0,0,0,0,0,0,28,150,"31,767,635",340,"14,117,367",84,57,7,139,"4,207,559,764",dom,"4,207,559,764",dom,"4,469,398,894","105,789,560","3,772,513,100","7,376,461,514","38,508,125",14,34,28
123,GOR3,3199912785,929019,0.03%,1234947057,26332331,3473875981,54,52202496,"3,477,912,841",5,0,0,0,0,0,0,0,0,0,0,0,17,110,"31,276,728",294,"11,829,636",43,33,10,103,"2,830,361,991",GOR3,"2,830,361,991",GOR3,"3,199,912,785","929,019","1,234,947,057","3,473,875,981","26,332,331",12,26,21
124,Que,3707249278,7478988,0.20%,2844216329,30887615,5283452666,68,48750220,"4,072,611,622",8,4,0,0,0,0,0,0,0,0,0,0,18,154,"26,206,855",318,"12,806,955",85,46,13,141,"3,360,534,024",Que,"3,360,534,024",Que,"3,707,249,278","7,478,988","2,844,216,329","5,283,452,666","30,887,615",17,45,17
125,BLD~,4911427179,6093056,0.12%,3441472583,38920425,6826074140,89,48955611,"5,395,973,665",8,3,1,0,0,0,0,0,0,0,0,0,20,175,"30,665,190",341,"15,823,970",55,43,7,132,"2,927,983,529",BLD~,"2,927,983,529",BLD~,"4,911,427,179","6,093,056","3,441,472,583","6,826,074,140","38,920,425",30,47,35
126,T-HS,6639853835,391771177,5.90%,7971931643,72489355,15364057699,105,60687521,"7,415,070,553",22,2,0,0,0,9,0,0,0,0,0,0,55,227,"32,452,938",426,"17,406,269",0,0,12,222,"6,455,019,780",T-HS,"6,455,019,780",T-HS,"6,639,853,835","391,771,177","7,971,931,643","15,364,057,699","72,489,355",35,19,35
127,TFT#,7110048941,765407455,10.77%,32759693980,136470637,25238184982,80,86990498,"8,450,710,230",48,24,4,3,1,31,9,5,0,0,0,0,65,357,"23,557,946",548,"15,421,004",270,74,10,339,"6,493,623,925","TFT#,TFT2","7,796,911,650","TFT#,TFT2","7,110,048,941","765,407,455","32,759,693,980","25,238,184,982","136,470,637",41,8,8
128,-LV-,11071149255,164544848,1.49%,22218550324,166094329,27482225808,164,63590274,"11,644,916,858",50,16,0,0,0,0,0,0,0,0,0,0,85,268,"43,320,940",446,"26,109,679",160,121,10,219,"8,114,252,764","-LV-,H-LV","9,652,645,976","-LV-,H-LV","11,071,149,255","164,544,848","22,218,550,324","27,482,225,808","166,094,329",35,43,48
129,RNN,8641920362,430542060,4.98%,12249824642,83816519,18055170162,136,60917741,"9,128,394,347",28,8,2,0,0,8,2,1,1,1,0,0,62,224,"40,610,885",407,"22,428,487",149,109,7,204,"7,180,483,957","RNN,RNNf","8,271,350,579","RNN,RNNf","8,641,920,362","430,542,060","12,249,824,642","18,055,170,162","83,816,519",30,35,45
130,CORN,1999642079,16273565,0.81%,893229453,6541005,1966661754,35,48324298,"2,359,624,567",2,1,0,0,0,0,0,0,0,0,0,0,7,104,"22,373,674",280,"8,427,231",43,21,13,103,"1,548,278,429",CORN,"1,548,278,429",CORN,"1,999,642,079","16,273,565","893,229,453","1,966,661,754","6,541,005",23,19,15
131,UTUT,8049828725,53326395,0.66%,4572665601,49670792,11494675090,144,52140724,"8,407,250,626",13,2,0,0,0,0,0,0,0,0,0,0,44,216,"38,757,211",415,"20,258,435",143,113,10,197,"7,074,312,351",UTUT,"7,074,312,351",UTUT,"8,049,828,725","53,326,395","4,572,665,601","11,494,675,090","49,670,792",30,50,59
132,FG-3,10237961844,461051861,4.50%,17057130683,118651718,20750868226,160,58221602,"11,480,807,302",34,16,7,3,1,13,5,2,0,0,0,0,59,405,"28,258,659",588,"19,525,182",0,0,14,347,"4,357,557,585","FG-3,PSC_","6,696,186,496","FG-3,PSC_","10,237,961,844","461,051,861","17,057,130,683","20,750,868,226","118,651,718",74,62,50
133,S-K,4552183649,25164342,0.55%,5550850781,53143776,8054921742,68,61803918,"4,759,529,107",18,7,1,1,0,0,0,0,0,0,0,0,31,112,"42,228,713",266,"17,892,967",72,56,7,110,"4,272,884,818",S-K,"4,272,884,818",S-K,"4,552,183,649","25,164,342","5,550,850,781","8,054,921,742","53,143,776",16,23,21
134,T-BS,2007989424,12714538,0.63%,3515705209,10653099,3146646730,24,78429585,"2,172,400,705",11,10,2,1,0,0,0,0,0,0,0,0,14,61,"35,188,734",248,"8,759,680",0,0,9,57,"1,552,543,986",T-BS,"1,552,543,986",T-BS,"2,007,989,424","12,714,538","3,515,705,209","3,146,646,730","10,653,099",6,9,4
135,S135,2602540131,93740544,3.60%,3308921487,25000381,4709156588,42,57715482,"2,786,992,339",9,5,1,0,0,5,0,0,0,0,0,0,14,75,"36,824,429",210,"13,271,392",0,0,7,74,"2,255,441,654",S135,"2,255,441,654",S135,"2,602,540,131","93,740,544","3,308,921,487","4,709,156,588","25,000,381",7,18,16
136,X_x,6047658408,309152284,5.11%,14077736373,65724230,13970615518,65,87973144,"6,692,294,326",36,27,10,5,2,10,1,1,0,0,1,0,44,179,"37,227,447",317,"21,111,339",0,0,9,136,"5,442,044,264",X_x,"5,442,044,264",X_x,"6,047,658,408","309,152,284","14,077,736,373","13,970,615,518","65,724,230",34,16,10
137,UFC',7171150270,164583803,2.30%,12073096109,86280185,16310355689,121,56920158,"7,836,021,340",21,2,0,0,0,1,0,0,0,0,0,0,49,223,"35,052,922",327,"23,963,368",163,97,10,203,"6,635,492,230",UFC',"6,635,492,230",UFC',"7,171,150,270","164,583,803","12,073,096,109","16,310,355,689","86,280,185",30,40,41
138,HEIM,8026779693,193383984,2.41%,6783591580,63764390,10419678092,144,45446286,"9,354,263,542",16,10,0,0,0,5,1,0,0,0,0,0,27,497,"18,766,680",598,"15,642,581",0,0,23,459,"3,611,249,459","HEIM,BeRk","4,625,669,576","HEIM,BeRk","8,026,779,693","193,383,984","6,783,591,580","10,419,678,092","63,764,390",65,128,38
139,,634071315,378247,0.06%,174694335,3830252,536573705,14,39934566,"724,516,040",0,0,0,0,0,0,0,0,0,0,0,0,2,31,"22,777,161",132,"5,488,758",0,0,6,39,,,,,"634,071,315","378,247","174,694,335","536,573,705","3,830,252",7,10,3
140,LAST,21853329334,130877115,0.60%,52908217443,217185210,62819024591,249,87627849,"24,234,821,718",161,90,15,4,1,0,0,0,0,0,0,0,199,554,"43,715,195",599,"40,458,801",421,232,11,506,"16,772,700,767","LAST,LAS0,LAS2","22,189,227,337","LAST,LAS0,LAS2","21,853,329,334","130,877,115","52,908,217,443","62,819,024,591","217,185,210",117,11,36
141,DRH,4758011108,7724610,0.16%,2643171166,44667302,6561686102,85,49561706,"5,068,080,158",4,0,0,0,0,0,0,0,0,0,0,0,22,156,"32,351,799",285,"17,782,737",101,70,7,177,"4,069,166,016",DRH,"4,069,166,016",DRH,"4,758,011,108","7,724,610","2,643,171,166","6,561,686,102","44,667,302",17,38,39
142,xVx,1966894162,27013377,1.37%,938027767,16691984,2546118466,45,42285345,"2,131,981,180",2,0,0,0,0,0,0,0,0,0,0,0,3,87,"24,249,047",200,"10,659,906",0,0,6,62,"1,087,722,503",xVx,"1,087,722,503",xVx,"1,966,894,162","27,013,377","938,027,767","2,546,118,466","16,691,984",8,22,19
143,C2P,7419014451,271432897,3.66%,8686013196,85143063,14280902647,130,52180535,"7,908,318,505",23,9,5,2,0,7,3,0,0,0,0,0,38,222,"35,568,137",301,"26,273,483",0,0,10,152,"5,186,658,374",C2P,"5,186,658,374",C2P,"7,419,014,451","271,432,897","8,686,013,196","14,280,902,647","85,143,063",33,63,40
144,-TC-,21196026189,3641470002,17.18%,77157861227,319655576,65942439484,192,110713065,"23,415,150,202",169,134,51,20,4,151,70,34,12,8,1,1,176,518,"45,146,331",600,"39,025,250",0,0,8,500,"21,167,240,500","-TC-,TCp","22,464,940,123","-TC-,TCp","21,196,026,189","3,641,470,002","77,157,861,227","65,942,439,484","319,655,576",100,1,3
145,~X~,18243074041,3495977878,19.16%,77180212452,246215684,64124390584,163,112963138,"21,046,578,151",139,127,59,24,4,137,83,40,16,5,2,0,142,596,"35,313,051",596,"35,313,051",0,0,16,576,"18,445,396,305",~X~,"18,445,396,305",~X~,"18,243,074,041","3,495,977,878","77,180,212,452","64,124,390,584","246,215,684",127,2,0
