KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,10M,20M,30M,40M,50M,80M+,100M+,125M+,150M+,200M+,250M+,300M+,Total KD Power,#1 Ally Power,CH16,Lords,CH16 AP,Lords AP,60M+,CH16 Kvk,CH25 Kvk,Allies,Ally Lords,Unique Alliances in KD,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M
59,Meep,4298480953,6730025,0.16%,3946490061,68566572,6751811538,72,53656669,0,0,0,0,0,10,5,0,0,0,0,0,"4,634,788,379","3,745,033,052",145,307,"31,750,759","15,097,031",25,72,42,3,125,Meep,"4,298,480,953","6,730,025","3,946,490,061","6,751,811,538","68,566,572",20,35,19
60,ECHO,4978540257,454271037,9.12%,23731758530,131653361,16498116809,52,99042342,20,9,3,1,1,28,28,24,16,8,1,0,"6,562,333,024","4,297,642,412",353,597,"18,476,358","10,992,183",28,0,0,31,270,ECHO,"4,978,540,257","454,271,037","23,731,758,530","16,498,116,809","131,653,361",68,2,0
61,-EOL,3055673572,113578,0.00%,6268693005,31111361,6579596281,40,74301226,0,0,0,0,0,18,11,4,2,0,0,0,"3,243,253,835","2,006,822,463",84,293,"38,227,828","11,069,126",23,20,18,10,77,-EOL,"3,055,673,572","113,578","6,268,693,005","6,579,596,281","31,111,361",9,10,7
62,-FG-,13143177034,1571236012,11.95%,38011185935,242083900,48493259480,157,85207232,81,11,3,3,1,110,68,13,5,2,0,0,"15,585,717,837","12,595,113,081",471,600,"33,002,439","25,976,196",120,0,0,13,426,"-FG-,Move","13,143,177,034","1,571,236,012","38,011,185,935","48,493,259,480","242,083,900",103,10,3
63,EBB,4395635575,168751075,3.84%,2780986628,36855389,6407350266,80,49482848,4,1,0,0,0,8,2,1,0,0,0,0,"4,849,564,324","4,352,830,654",168,313,"28,704,362","15,493,816",20,0,0,6,141,EBB,"4,395,635,575","168,751,075","2,780,986,628","6,407,350,266","36,855,389",27,37,31
64,BoM~,5387304787,173022564,3.21%,10225196845,65059884,13482123022,67,77560830,2,0,0,0,0,31,18,2,2,0,0,0,"5,770,503,510","4,120,295,408",134,312,"42,811,415","18,495,204",48,0,0,7,102,BoM~,"5,387,304,787","173,022,564","10,225,196,845","13,482,123,022","65,059,884",22,12,7
65,NAS,1214124239,47861,0.00%,178147453,4426907,751738288,25,44337508,0,0,0,0,0,0,0,0,0,0,0,0,"1,464,186,859","1,048,868,349",71,261,"20,113,567","5,609,911",7,0,0,8,68,NAS,"1,214,124,239","47,861","178,147,453","751,738,288","4,426,907",11,12,6
66,,1008989388,44049205,4.37%,2243561537,12649962,2225670283,12,73034044,2,1,0,0,0,5,3,2,1,0,0,0,"1,274,510,381",,76,285,"16,291,259","4,471,966",6,0,0,7,39,,"1,008,989,388","44,049,205","2,243,561,537","2,225,670,283","12,649,962",7,9,1
67,AxW-,4415949563,126040098,2.85%,6359967590,76960778,9700678583,60,69826465,2,0,0,0,0,23,12,4,0,0,0,0,"4,685,743,569","4,210,642,216",116,295,"40,149,372","15,883,877",37,0,0,4,95,AxW-,"4,415,949,563","126,040,098","6,359,967,590","9,700,678,583","76,960,778",17,15,10
68,REGL,2324545331,62653972,2.70%,7070097934,38499864,6237503785,24,95452157,2,0,0,0,0,18,14,4,1,0,0,0,"2,578,453,802","1,229,231,061",81,269,"31,393,796","9,585,330",19,0,0,15,57,REGL,"2,324,545,331","62,653,972","7,070,097,934","6,237,503,785","38,499,864",5,4,1
69,~Px~,1340454503,15305741,1.14%,2565463398,10756721,2297660043,22,57667591,1,0,0,0,0,6,4,2,1,0,0,0,"1,549,164,081","1,074,669,445",55,239,"27,467,040","6,481,858",6,3,2,3,29,~Px~,"1,340,454,503","15,305,741","2,565,463,398","2,297,660,043","10,756,721",9,11,6
70,,970992936,5290243,0.54%,671808507,12457994,1239795644,17,53379180,0,0,0,0,0,4,1,0,0,0,0,0,"1,166,817,589",,52,259,"21,818,518","4,505,087",6,0,0,8,70,,"970,992,936","5,290,243","671,808,507","1,239,795,644","12,457,994",6,10,3
71,BBO,4292630673,212477211,4.95%,4794651976,72354171,7707812426,71,55335951,7,3,1,0,0,12,6,0,0,0,0,0,"4,626,489,523","3,782,573,235",139,315,"32,996,408","14,687,268",23,73,50,3,112,BBO,"4,292,630,673","212,477,211","4,794,651,976","7,707,812,426","72,354,171",22,28,26
72,TP72,6527831303,185766678,2.85%,3740917641,64547962,8947827721,107,56061427,6,0,0,0,0,12,5,0,0,0,0,0,"6,906,143,385","6,159,527,378",182,353,"37,769,971","19,564,146",44,0,0,9,173,TP72,"6,527,831,303","185,766,678","3,740,917,641","8,947,827,721","64,547,962",23,44,32
73,WW-,2109664449,50625085,2.40%,2163374613,16028561,3793762013,38,50768649,0,0,0,0,0,5,3,0,0,0,0,0,"2,407,618,453","2,009,180,485",90,249,"26,460,216","9,669,150",11,0,0,5,86,WW-,"2,109,664,449","50,625,085","2,163,374,613","3,793,762,013","16,028,561",13,19,11
74,H0RD,8492386619,759778446,8.95%,16134819166,131582777,24537745425,126,64469469,19,4,2,1,1,31,10,1,1,0,0,0,"9,269,416,956","8,076,979,603",244,437,"37,819,023","21,211,480",71,0,0,11,243,H0RD,"8,492,386,619","759,778,446","16,134,819,166","24,537,745,425","131,582,777",41,32,31
75,,864123400,24382053,2.82%,3638956746,9897135,1790718743,7,103869281,0,0,0,0,0,5,3,2,2,1,0,0,"1,126,229,281",,59,246,"18,349,847","4,578,168",5,0,0,7,24,,"864,123,400","24,382,053","3,638,956,746","1,790,718,743","9,897,135",12,5,0
76,,1028641110,22338,0.00%,747021083,11881717,1292952433,18,52972180,0,0,0,0,0,3,0,0,0,0,0,0,"1,267,589,000",,59,233,"20,847,855","5,440,296",5,4,4,4,37,,"1,028,641,110","22,338","747,021,083","1,292,952,433","11,881,717",8,7,7
77,MFD,15838144669,1923635410,12.15%,65235671358,359074969,52539255565,139,113041080,98,27,9,3,1,116,96,49,19,6,2,0,"18,168,217,053","14,956,727,952",596,600,"30,474,669","30,280,362",121,0,0,20,541,MFD,"15,838,144,669","1,923,635,410","65,235,671,358","52,539,255,565","359,074,969",109,11,2
78,F-M-,3365084163,223314233,6.64%,6414642911,34672576,7624668140,42,77859532,6,5,1,0,0,19,11,1,0,0,0,0,"3,759,202,603","2,485,940,268",105,288,"35,498,658","13,052,787",32,0,0,10,85,F-M-,"3,365,084,163","223,314,233","6,414,642,911","7,624,668,140","34,672,576",21,6,5
79,R0C,7593524272,401485798,5.29%,9520624053,107754913,17192836635,102,72095103,9,1,0,0,0,43,10,0,0,0,0,0,"8,134,841,620","7,091,140,503",198,379,"40,919,100","21,463,962",72,0,0,10,181,R0C,"7,593,524,272","401,485,798","9,520,624,053","17,192,836,635","107,754,913",25,16,18
80,~FA~,19167457934,2506094615,13.07%,75647882023,336965009,64664580381,209,94613272,128,35,10,3,1,146,122,66,20,6,2,0,"22,994,996,872","18,122,457,499",599,599,"38,388,976","38,388,976",151,0,0,9,548,"~FA~,BLS,Pigs","19,167,457,934","2,506,094,615","75,647,882,023","64,664,580,381","336,965,009",162,3,3
81,DBB,6891168662,431294877,6.26%,11882955975,82150756,15789507315,81,82575239,13,5,2,0,0,41,32,6,2,0,0,0,"7,225,689,153","6,462,326,428",145,345,"49,578,224","20,944,027",56,0,0,12,135,DBB,"6,891,168,662","431,294,877","11,882,955,975","15,789,507,315","82,150,756",10,13,18
82,CFRA,12970997927,874824997,6.74%,22977130017,155925743,33442336150,159,80363682,27,4,0,0,0,85,37,12,2,0,0,0,"13,959,418,373","11,746,413,438",381,561,"36,523,590","24,883,099",119,0,0,13,358,CFRA,"12,970,997,927","874,824,997","22,977,130,017","33,442,336,150","155,925,743",45,20,20
83,IL83,3189900098,81681,0.00%,1948505207,32246209,3752894926,47,62531274,0,0,0,0,0,13,2,0,0,0,0,0,"3,386,194,910","3,102,172,026",90,255,"37,304,393","13,279,196",22,47,36,4,89,IL83,"3,189,900,098","81,681","1,948,505,207","3,752,894,926","32,246,209",9,13,18
84,OG C,4400946975,221637522,5.04%,5735374060,48655326,8482167341,55,75310075,7,4,1,0,0,25,14,2,0,0,0,0,"4,713,590,760","3,757,476,611",113,308,"41,419,515","15,303,866",36,0,0,10,92,OG C,"4,400,946,975","221,637,522","5,735,374,060","8,482,167,341","48,655,326",13,16,10
85,DGEN,12262572956,1215381116,9.91%,37333147588,190014553,36833666585,118,101618462,54,14,2,1,1,85,76,33,10,2,0,0,"13,215,739,821","11,841,253,588",347,551,"37,995,028","23,985,009",94,0,0,7,297,DGEN,"12,262,572,956","1,215,381,116","37,333,147,588","36,833,666,585","190,014,553",44,15,11
86,E:86,7616917194,138146491,1.81%,8176536057,81084625,13698227076,112,65766849,3,0,0,0,0,36,14,1,1,0,0,0,"7,960,272,389","6,939,602,638",177,341,"44,809,467","23,343,907",60,115,88,7,166,E:86,"7,616,917,194","138,146,491","8,176,536,057","13,698,227,076","81,084,625",20,20,33
87,#DK#,12651729403,1277884570,10.10%,26576055739,147303283,36397922461,132,94978097,60,15,2,1,0,97,66,21,4,1,0,0,"13,359,720,027","11,227,523,524",236,414,"56,460,994","32,269,855",111,0,0,10,212,#DK#,"12,651,729,403","1,277,884,570","26,576,055,739","36,397,922,461","147,303,283",29,12,6
88,#88,2128990303,1273915,0.06%,2123810351,14824957,3299466000,32,63444162,0,0,0,0,0,10,6,1,0,0,0,0,"2,281,582,806","1,138,305,101",58,249,"38,757,626","9,162,983",17,6,4,9,60,#88,"2,128,990,303","1,273,915","2,123,810,351","3,299,466,000","14,824,957",8,12,3
89,GO!,11161000105,3476548,0.03%,12430905879,166412359,23581747830,161,66876607,0,0,0,0,0,43,17,3,0,0,0,0,"11,817,237,529","9,915,029,308",283,479,"41,622,992","24,670,642",99,178,132,8,252,GO!,"11,161,000,105","3,476,548","12,430,905,879","23,581,747,830","166,412,359",30,35,36
90,LNV,2906615514,36753019,1.26%,5305916310,28328304,6453566914,41,67195590,1,0,0,0,0,15,7,2,0,0,0,0,"3,140,055,405","2,301,885,752",94,268,"33,051,502","11,716,625",23,37,25,8,101,LNV,"2,906,615,514","36,753,019","5,305,916,310","6,453,566,914","28,328,304",11,14,6
91,MAX,14895915698,769752437,5.17%,26061742448,204543801,35496036508,212,66537275,22,2,1,0,0,68,37,5,0,0,0,0,"15,812,572,920","12,469,033,678",396,547,"39,860,267","28,907,812",111,288,187,13,368,"MAX,Max2","14,895,915,698","769,752,437","26,061,742,448","35,496,036,508","204,543,801",50,63,55
92,wAo,32126497933,5366097320,16.70%,178279320523,1044190015,124649313672,307,109029779,194,117,63,31,14,201,199,166,97,29,10,3,"36,915,449,316","31,930,188,900",600,600,"61,525,749","61,525,749",201,0,0,20,582,"wAo,wAo3,wAo2","32,126,497,933","5,366,097,320","178,279,320,523","124,649,313,672","1,044,190,015",298,0,0
93,#SLS,4221693184,173537503,4.11%,5809148721,59934804,8159838875,68,54743821,6,1,0,0,0,13,4,1,0,0,0,0,"4,536,243,713","3,752,229,934",136,310,"33,109,786","14,633,044",24,0,0,8,118,#SLS,"4,221,693,184","173,537,503","5,809,148,721","8,159,838,875","59,934,804",23,33,21
94,,1038189079,6696195,0.64%,604463575,9397862,1328323924,17,57510570,0,0,0,0,0,2,1,0,0,0,0,0,"1,182,903,409",,39,197,"29,457,943","6,004,586",9,0,0,8,23,,"1,038,189,079","6,696,195","604,463,575","1,328,323,924","9,397,862",2,7,3
95,AeB,2111890041,34512407,1.63%,4000851158,26345648,5439810727,32,64406410,0,0,0,0,0,11,1,0,0,0,0,0,"2,469,511,524","2,071,631,616",78,248,"31,171,488","9,957,708",17,37,22,10,80,AeB,"2,111,890,041","34,512,407","4,000,851,158","5,439,810,727","26,345,648",19,7,8
96,OAH,3631503058,66605858,1.83%,4998501746,33079818,5419241459,56,60880650,2,2,0,0,0,13,9,2,1,0,0,0,"3,909,344,375","2,056,533,984",121,283,"32,075,583","13,813,938",24,0,0,12,87,OAH,"3,631,503,058","66,605,858","4,998,501,746","5,419,241,459","33,079,818",15,19,14
97,~TES,5229958539,161299877,3.08%,5633575059,69208868,9019468661,95,51693444,3,2,1,0,0,12,7,1,0,0,0,0,"5,673,074,594","3,280,611,931",165,320,"34,174,937","17,728,358",28,0,0,12,142,~TES,"5,229,958,539","161,299,877","5,633,575,059","9,019,468,661","69,208,868",22,43,30
98,UwB,7878225983,64983754,0.82%,8106651914,88597992,14796087370,127,59493112,0,0,0,0,0,14,5,3,1,0,0,0,"8,277,270,818","7,489,392,824",197,353,"41,850,982","23,448,359",60,157,115,6,191,UwB,"7,878,225,983","64,983,754","8,106,651,914","14,796,087,370","88,597,992",23,38,38
99,BTX',36683382952,5384231230,14.68%,183204337102,899688264,127863280701,251,148619362,187,136,64,29,11,199,196,174,122,46,24,14,"41,140,766,393","36,256,921,795",600,600,"68,567,944","68,567,944",199,0,0,22,582,BTX',"36,683,382,952","5,384,231,230","183,204,337,102","127,863,280,701","899,688,264",237,3,0
100,-GPX,7582084040,96022495,1.27%,7468926316,77375724,13592979749,133,52919412,2,1,0,0,0,15,7,2,0,0,0,0,"8,060,697,753","4,868,061,819",222,375,"36,170,073","21,495,194",46,0,0,9,191,"-GPX,-IDN","7,582,084,040","96,022,495","7,468,926,316","13,592,979,749","77,375,724",29,51,45
101,CBP!,6237781403,152974289,2.45%,9611384866,63884738,12006209225,89,67290758,3,1,1,0,0,28,19,9,3,2,1,0,"6,646,919,013","5,231,854,420",186,371,"35,536,889","17,916,224",40,0,0,11,198,CBP!,"6,237,781,403","152,974,289","9,611,384,866","12,006,209,225","63,884,738",17,34,20
102,SN#,12096342820,573022625,4.74%,12650440488,157800706,28793289150,162,71624635,9,0,0,0,0,57,17,1,1,0,0,0,"12,693,828,904","9,956,804,555",266,430,"47,563,083","29,520,532",113,0,0,7,217,"SN#,NEX#","12,096,342,820","573,022,625","12,650,440,488","28,793,289,150","157,800,706",28,25,35
103,JRX,5428812044,516358821,9.51%,15249759513,95976629,16392674430,93,59479489,22,4,0,0,0,24,6,1,0,0,0,0,"6,575,016,359","4,070,972,250",249,416,"26,273,438","15,805,328",49,171,83,23,242,JRX,"5,428,812,044","516,358,821","15,249,759,513","16,392,674,430","95,976,629",47,11,17
104,zZz,3541855773,322106865,9.09%,10560577977,68775613,11367301966,61,59796331,15,2,0,0,0,25,15,0,0,0,0,0,"4,756,031,796","3,067,894,160",211,379,"22,372,914","12,548,897",29,0,0,12,192,zZz,"3,541,855,773","322,106,865","10,560,577,977","11,367,301,966","68,775,613",55,11,6
105,TEKD,8165143876,6233358,0.08%,5762114476,86978742,12984471934,133,57477573,0,0,0,0,0,14,7,0,0,0,0,0,"8,550,074,315","7,467,336,359",210,387,"40,524,903","22,093,215",64,120,97,8,209,TEKD,"8,165,143,876","6,233,358","5,762,114,476","12,984,471,934","86,978,742",24,41,40
106,MLS,8362618824,202171529,2.42%,9313586784,91546784,14972091472,118,65935001,4,0,0,0,0,29,16,4,2,0,0,0,"8,707,312,058","7,096,306,596",187,323,"46,423,330","26,957,622",57,0,0,7,189,MLS,"8,362,618,824","202,171,529","9,313,586,784","14,972,091,472","91,546,784",20,37,40
107,HBx,3535798168,27531433,0.78%,2692921593,38884651,6293942346,52,63297258,0,0,0,0,0,11,3,0,0,0,0,0,"3,766,705,040","2,521,444,240",102,267,"36,629,985","14,107,510",29,0,0,5,121,HBx,"3,535,798,168","27,531,433","2,692,921,593","6,293,942,346","38,884,651",7,15,14
108,KoA,2843127504,,0.00%,2995456118,26415592,4008707055,45,56847455,0,0,0,0,0,8,2,1,0,0,0,0,"3,043,223,923","1,441,539,310",88,270,"34,186,786","11,271,200",18,23,16,9,110,KoA,"2,843,127,504",,"2,995,456,118","4,008,707,055","26,415,592",9,20,14
109,-VP-,6257254143,340069837,5.43%,12166552594,91244619,13970506559,94,64863330,11,5,1,0,0,28,21,5,0,0,0,0,"6,727,400,920","4,290,782,976",175,367,"38,221,747","18,330,793",44,0,0,8,137,-VP-,"6,257,254,143","340,069,837","12,166,552,594","13,970,506,559","91,244,619",22,23,27
110,RoG,22660302231,2872902630,12.68%,83743797537,290466919,75320603932,178,128032876,143,46,16,2,0,168,159,82,33,9,3,1,"25,274,020,256","13,496,816,155",504,599,"50,084,936","42,193,690",168,0,0,13,497,"RoG,RoQ","22,660,302,231","2,872,902,630","83,743,797,537","75,320,603,932","290,466,919",110,0,0
111,DEAS,14791929183,830086766,5.61%,33724687224,177553206,36469043663,183,78688578,30,9,1,0,0,79,58,28,8,0,0,0,"15,866,317,522","7,208,335,854",371,512,"42,694,020","30,988,901",116,223,160,4,285,"DEAS,DEA","14,791,929,183","830,086,766","33,724,687,224","36,469,043,663","177,553,206",54,37,36
112,#BD,13300731569,32327378,0.24%,21635369411,168874468,32116685277,194,67268096,0,0,0,0,0,65,21,1,0,0,0,0,"14,441,501,530","11,863,159,677",379,522,"38,010,339","27,665,712",110,256,174,12,378,"#BD,BDF","13,300,731,569","32,327,378","21,635,369,411","32,116,685,277","168,874,468",53,33,53
113,KHRS,2835098367,131489855,4.64%,4912468089,34226201,5952026770,39,69621080,5,1,0,0,0,14,5,1,1,0,0,0,"3,182,687,321","1,334,864,943",100,252,"31,512,349","12,629,712",25,32,22,8,52,KHRS,"2,835,098,367","131,489,855","4,912,468,089","5,952,026,770","34,226,201",16,9,7
114,MELL,7525299665,73391874,0.98%,7291632888,97481795,12460073926,125,56407466,0,0,0,0,0,23,10,2,0,0,0,0,"7,841,321,335","4,637,693,417",190,359,"41,083,120","21,842,121",45,82,70,9,185,"MELL,LMB","7,525,299,665","73,391,874","7,291,632,888","12,460,073,926","97,481,795",19,42,47
115,BeK,13035091246,1873146751,14.37%,43937602538,187351994,43510061357,127,102330273,85,29,9,4,2,108,70,8,4,0,0,0,"14,824,774,970","13,214,133,909",336,497,"44,011,085","29,828,521",125,0,0,10,313,BeK,"13,035,091,246","1,873,146,751","43,937,602,538","43,510,061,357","187,351,994",81,1,2
117,SHWA,3391305135,32722731,0.96%,2181173024,29633393,5112721818,54,59402525,0,0,0,0,0,10,4,1,0,0,0,0,"3,624,717,962","2,818,672,020",102,277,"35,201,714","13,085,624",21,46,39,7,111,SHWA,"3,391,305,135","32,722,731","2,181,173,024","5,112,721,818","29,633,393",9,17,19
118,GEX-,14941774051,1471814292,9.85%,41793370175,196128968,49430148684,159,93575604,74,14,0,0,0,122,92,20,8,0,0,0,"16,762,163,383","13,544,766,238",418,600,"40,005,006","27,936,939",126,0,0,10,387,GEX-,"14,941,774,051","1,471,814,292","41,793,370,175","49,430,148,684","196,128,968",78,12,11
119,L~AW,2105644771,30455519,1.45%,3442420440,19497220,4811108319,27,74701260,1,0,0,0,0,15,6,2,1,0,0,0,"2,399,100,372","1,563,711,866",78,289,"30,330,782","8,301,385",17,22,15,8,54,L~AW,"2,105,644,771","30,455,519","3,442,420,440","4,811,108,319","19,497,220",13,9,2
120,FUR-,3206777389,141218437,4.40%,3892178091,50546700,6526478353,46,65699336,3,1,1,0,0,14,7,1,0,0,0,0,"3,572,431,390","2,868,421,343",108,293,"32,788,059","12,192,599",27,0,0,10,83,FUR-,"3,206,777,389","141,218,437","3,892,178,091","6,526,478,353","50,546,700",21,9,9
121,BbF,6656355874,181616167,2.73%,7366475197,87848216,13484717695,114,54697739,3,1,0,0,0,14,5,2,0,0,0,0,"7,104,836,995","5,415,882,727",211,384,"33,518,691","18,502,180",38,0,0,21,201,BbF,"6,656,355,874","181,616,167","7,366,475,197","13,484,717,695","87,848,216",21,45,41
122,dom,4969834774,18764009,0.38%,4190304391,40476127,8115594188,82,54935242,0,0,0,0,0,8,3,0,0,0,0,0,"5,316,170,647","4,692,720,021",151,337,"34,972,942","15,774,987",30,84,62,7,127,dom,"4,969,834,774","18,764,009","4,190,304,391","8,115,594,188","40,476,127",20,31,32
123,GOR3,3752270967,68820873,1.83%,1777443911,35218011,4542843781,65,50435657,0,0,0,0,0,6,0,0,0,0,0,0,"4,053,178,030","3,272,953,863",124,311,"32,383,283","13,032,727",19,0,0,10,107,GOR3,"3,752,270,967","68,820,873","1,777,443,911","4,542,843,781","35,218,011",22,33,21
124,Que,3753823101,3941030,0.10%,3577788265,29973892,6055079587,66,51036163,0,0,0,0,0,7,4,1,0,0,0,0,"4,108,402,263","3,240,690,318",137,295,"29,720,536","13,926,787",18,75,45,9,119,Que,"3,753,823,101","3,941,030","3,577,788,265","6,055,079,587","29,973,892",19,35,22
125,NUAJ,3857779721,618,0.00%,2536276754,31690629,5157946911,69,50633765,0,0,0,0,0,6,2,0,0,0,0,0,"4,263,112,724","2,190,278,055",141,299,"30,040,851","14,257,902",18,20,19,6,102,NUAJ,"3,857,779,721",618,"2,536,276,754","5,157,946,911","31,690,629",26,25,32
126,T-HS,7322197472,459247551,6.27%,12002559100,87081027,19448191206,105,67921199,10,2,1,1,0,36,8,2,1,0,0,0,"7,968,572,804","6,898,611,709",201,391,"39,427,296","20,379,982",61,0,0,12,182,T-HS,"7,322,197,472","459,247,551","12,002,559,100","19,448,191,206","87,081,027",32,14,33
127,TFT#,10466651216,638720834,6.10%,41152325283,180401604,34781029561,114,92466959,22,2,0,0,0,82,55,18,4,0,0,0,"12,406,306,165","10,552,970,226",480,598,"25,760,751","20,746,331",95,350,109,11,443,TFT#,"10,466,651,216","638,720,834","41,152,325,283","34,781,029,561","180,401,604",57,4,8
128,-LV-,3992829145,10720466,0.27%,4383847447,54342723,7277934930,74,48161397,0,0,0,0,0,6,2,0,0,0,0,0,"4,318,387,376","2,123,097,531",132,314,"32,431,726","13,752,826",20,5,4,8,112,"-LV-,H-LV","3,992,829,145","10,720,466","4,383,847,447","7,277,934,930","54,342,723",21,37,25
129,T-SG,7110689607,171235491,2.41%,9930438160,76996712,15892044165,106,64732649,3,0,0,0,0,25,12,3,0,0,0,0,"7,525,812,752","6,124,921,748",178,365,"42,102,538","20,618,665",56,115,88,8,156,T-SG,"7,110,689,607","171,235,491","9,930,438,160","15,892,044,165","76,996,712",22,22,33
130,CORN,2550206164,13136206,0.52%,1571312644,14817806,3269438646,41,53777120,0,0,0,0,0,5,1,0,0,0,0,0,"2,855,359,630","2,086,758,560",104,278,"27,148,201","10,271,078",12,36,24,14,89,CORN,"2,550,206,164","13,136,206","1,571,312,644","3,269,438,646","14,817,806",20,19,17
131,URTU,9333127996,3754030,0.04%,6407126913,67668104,13971849476,156,55402517,0,0,0,0,0,22,6,0,0,0,0,0,"9,764,865,129","7,951,854,888",290,489,"33,553,344","19,969,049",63,148,110,9,264,URTU,"9,333,127,996","3,754,030","6,407,126,913","13,971,849,476","67,668,104",28,57,49
132,FG-3,9948097422,438945534,4.41%,19788991589,121495163,22950642280,144,64468878,11,7,3,0,0,42,22,7,3,1,1,0,"10,844,046,168","6,357,564,230",312,489,"34,656,405","22,175,964",65,188,108,13,288,"FG-3,PSC_","9,948,097,422","438,945,534","19,788,991,589","22,950,642,280","121,495,163",45,46,43
133,S-K,3557682117,67895,0.00%,2393135530,43835241,5493165484,56,57940701,0,0,0,0,0,10,4,0,0,0,0,0,"3,734,233,470","3,323,958,009",104,251,"35,653,914","14,877,424",23,58,37,6,95,S-K,"3,557,682,117","67,895","2,393,135,530","5,493,165,484","43,835,241",11,20,20
134,T-BS,2079620796,11760174,0.57%,3675250259,12311981,3492309615,26,76261245,0,0,0,0,0,11,9,3,0,0,0,0,"2,233,184,701","1,615,308,370",55,245,"40,109,582","9,115,040",16,13,12,8,51,T-BS,"2,079,620,796","11,760,174","3,675,250,259","3,492,309,615","12,311,981",6,7,5
135,S135,2852111796,38319193,1.34%,3980915082,23485488,5196330029,46,58670868,1,0,0,0,0,11,7,1,1,0,0,0,"3,034,798,775","2,390,651,295",79,210,"38,130,026","14,451,423",16,0,0,6,71,S135,"2,852,111,796","38,319,193","3,980,915,082","5,196,330,029","23,485,488",8,16,17
136,X_x,5172304878,201809533,3.90%,12999595255,53032119,12219689233,53,91782869,5,1,1,1,0,31,27,10,5,2,1,0,"5,574,192,807","3,873,639,971",140,279,"39,648,825","19,979,186",35,0,0,8,106,X_x,"5,172,304,878","201,809,533","12,999,595,255","12,219,689,233","53,032,119",23,14,7
137,UFC',5413445781,539118606,9.96%,8102670069,76233824,11362389534,81,62738137,16,7,6,1,0,20,12,1,0,0,0,0,"5,868,524,207","4,742,208,226",157,262,"37,245,146","22,398,947",38,0,0,7,137,UFC',"5,413,445,781","539,118,606","8,102,670,069","11,362,389,534","76,233,824",22,27,22
